都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
012092,0175900257,北海道,夕張市,介護医療院夕張,カイゴイリョウインユウバリ,短期入所療養介護（介護医療院）,北海道夕張市若菜8番地12,,43.026698100000000,141.969882800000000,0123-57-7782,0123-57-7784,2430005001997,社会医療法人豊生会,0175900257,,,,https://www.houseikai.or.jp/yubari/rouken.html,,,,
012335,01B3700015,北海道,伊達市,介護医療院　北湯沢温泉いやしの郷,カイゴイリョウイン　キタユザワオンセンイヤシノサト,短期入所療養介護（介護医療院）,北海道伊達市大滝区優徳町159番地,,42.640150413277740,141.040831985844420,0142-68-6331,0142-68-6663,8430005009754,社会医療法人慈恵会,01B3700015,,,1,http://www.jikeikai.or.jp,,,,
012343,01B1300024,北海道,北広島市,介護医療院　えみの里順天,カイゴイリョウイン　エミノサトジュンテン,短期入所療養介護（介護医療院）,北海道北広島市大曲695番地,,43.005585900000000,141.492816600000000,011-377-8000,011-377-2200,9430005004770,医療法人社団哲栄会,01B1300024,,,,http://www.junten.jp,,,,
014061,01B2500036,北海道,古平町,古平町介護医療院　海のまちクリニック,フルビラチョウカイゴイリョウイン　ウミノマチクリニック,短期入所療養介護（介護医療院）,北海道古平郡古平町大字浜町644番地1,,43.257871500000000,140.635240900000000,0135－48－6035,0135－48－6036,1000020014061,古平町,01B2500036,,,,https://town.furubira.lg.jp,,,,
014087,01B2500010,北海道,余市町,介護医療院こじま短期入所療養介護,カイゴイリョウインコジマタンキニュウショリョウヨウカイゴ,短期入所療養介護（介護医療院）,北海道余市郡余市町黒川町7丁目13番地,,43.186816900000000,140.792005899999960,0135-2-2245,0135-22-2551,,医療法人社団倫仁会,01B2500010,,,,http://rinjinkai.or.jp/,,,,
032018,03B0100019,岩手県,盛岡市,介護医療院おいかわ内科クリニック,カイゴイリョウインオイカワナイカクリニック,短期入所療養介護（介護医療院）,岩手県盛岡市上田1丁目18番46号,,39.711036000000000,141.140857000000000,019-622-7400,019-652-3373,7400005005575,医療法人天音会,03B0100019,,,,http://www.o-med.net,,,,
032018,03B0100035,岩手県,盛岡市,介護医療院とおやま,カイゴイリョウイントオヤマ,短期入所療養介護（介護医療院）,岩手県盛岡市下ノ橋町６－１４,,39.697155400000000,141.149081200000000,019-651-2111,019-624-6060,5400005000677,医療法人遠山病院,03B0100035,,,,http://www.toyama-byouin.jp,,,,
032018,03B0100068,岩手県,盛岡市,介護医療院フォーユーみたけ,カイゴイリョウインフォーユーミタケ,短期入所療養介護（介護医療院）,岩手県盛岡市みたけ3丁目11番36号,,39.738143000000000,141.113724600000000,019-648-5088,019-601-3118,9400005000970,医療法人敬心会,03B0100068,,,,,,,,
032051,03B0500010,岩手県,花巻市,イーハトーブ介護医療院,イーハートーブカイゴイリョウイン,短期入所療養介護（介護医療院）,岩手県花巻市湯口字志戸平14番地1,,39.418984600000000,141.012503400000000,0198-38-5656,0198-38-5666,5013205001344,医療法人杏林会,03B0500010,,,,,,,,
032077,03B0700016,岩手県,久慈市,久慈恵愛病院介護医療院,クジケイアイカイゴイリョウイン,短期入所療養介護（介護医療院）,岩手県久慈市湊町第17地割100番地,,40.200486500000000,141.790215100000000,0194-52-2311,0194-52-2315,5400005005024,社団医療法人祥和会,03B0700016,,,,https://kujikeiai.jimdofree.com/,,,,
044016,04B2600015,宮城県,松島町,介護医療院松島みどりの家,カイゴイリョウインマツシマミドリノイエ,短期入所療養介護（介護医療院）,宮城県宮城郡松島町高城字浜1番地26,,38.377757000000000,141.070264800000000,022-354-2126,022-354-2127,2370605000075,医療法人友仁会,04B2600015,,,0,https://www.matushimahospital.com/kaigoiryouin/,,,,
062103,06B1600014,山形県,天童市,天童温泉篠田介護医療院,テンドウオンセンシノダカイゴイリョウイン,短期入所療養介護（介護医療院）,山形県天童市鎌田1丁目7-1天童温泉篠田病院,天童温泉篠田病院,38.360368000000000,140.384818800000000,023-653-5711,023-653-1327,7390005000578,医療法人篠田好生会,06B1600014,,,,https://www.tendo-shinoda.jp,,,,
072028,07B0200013,福島県,会津若松市,介護医療院　さくら,カイゴイリョウイン　サクラ,短期入所療養介護（介護医療院）,福島県会津若松市宮町１-１,,37.495177900000000,139.933561799999980,0242-22-4075,0242-22-4078,7380005010462,公益財団法人穴澤病院,07B0200013,,,0,http://www.sakura-anazawa.jp,,,,
072036,07B0300029,福島県,郡山市,寿泉堂香久山病院　介護医療院,ジュセンドウカグヤマビョウイン　カイゴイリョウイン,短期入所療養介護（介護医療院）,福島県郡山市香久池一丁目18番11号,,37.381651100000006,140.370237999999970,024-932-6368,024-922-7178,2380005002489,公益財団法人湯浅報恩会,07B0300029,,,0,"http://www.jusendo.or,jp/kgy",,,,
072036,07B0300037,福島県,郡山市,郡山市医療介護病院介護医療院,コオリヤマシイリョウカイゴビョウインカイゴイリョウイン,短期入所療養介護（介護医療院）,福島県郡山市字上亀田１番地の１,,37.408525200000000,140.345839100000000,024-934-1240,024-934-1070,7380005002492,一般社団法人郡山医師会,07B0300037,,,,http://bigheart-hp.net/,,,,
072044,07B0400035,福島県,いわき市,呉羽総合病院介護医療院　短期入所療養介護,クレハソウゴウビョウインカイゴイリョウイン　タンキニュウショリョウヨウカイゴ,短期入所療養介護（介護医療院）,福島県いわき市錦町落合1番地1,,36.899914200000000,140.782551700000000,0246-62-8505,0246-63-0552,4380005005762,社団医療法人呉羽会,07B0400035,,,,https://www.kureha-hosp.jp/,,,,
072141,07B1400018,福島県,本宮市,介護医療院　うぐいすの森,カイゴイリョウイン　ウグイスノモリ,短期入所療養介護（介護医療院）,福島県本宮市青田字花掛20番地,,37.501729100000000,140.393238300000000,0243-24-8720,0243-34-3307,2380005004295,医療法人落合会,07B1400018,,,,https://www.ochiaikai.jp/,,,,
082023,08B0200020,茨城県,日立市,日鉱記念病院介護医療院,ニッコウキネンビョウインカイゴイリョウイン,短期入所療養介護（介護医療院）,宮田町1-4-1,,36.601115034065850,140.649563957514300,0294-24-1212,0294-24-1216,9050005007176,医療法人社団日鉱記念病院,08B0200020,,,,http://www.nikko-memorial-hos.or.jp/,,,,
082031,08B0300010,茨城県,土浦市,土浦リハビリテーション病院介護医療院,ツチウラリハビリテーションビョウインカイゴイリョウイン,短期入所療養介護（介護医療院）,茨城県土浦市真鍋新町11-7,,36.089827400000000,140.209730700000000,029-875-7888,029-875-7771,2050005008998,社会医療法人若竹会,08B0300010,,,0,https://www.central.or.jp/iryoin/,,,,
082040,08B0400018,茨城県,古河市,介護医療院はまだクリニック,カイゴイリョウインハマダクリニック,短期入所療養介護（介護医療院）,茨城県古河市坂間１８５－１１,,36.164700900000000,139.708897500000000,0280-48-7575,0280-48-7566,4050005005572,医療法人浩悦会,08B0400018,,,,http://hama-cl.byoinnavi.jp/pc/,,,,
082121,08B1200029,茨城県,常陸太田市,介護医療院　はすみ敬愛,カイゴイリョウイン　ハスミケイアイ,短期入所療養介護（介護医療院）,茨城県常陸太田市木崎二町931-2,,36.531863300000000,140.524475700000000,0294-72-5121,0294-72-5124,1050005008157,医療法人貞心会,08B1200029,,,0,313hosp@teishinkai.or.jp,,,,
082155,08B1500014,茨城県,北茨城市,瀧病院　介護医療院,タキビョウイン　カイゴイリョウイン,短期入所療養介護（介護医療院）,茨城県北茨城市磯原町磯原2-305,,36.791152200000000,140.739804200000000,0293-42-1221,0293-42-1223,4050005007412,医療法人芳医会,08B1500014,,,,http://www.takih.jp/,,,,
082171,08B1700010,茨城県,取手市,にしまぎ介護医療院,ニシマギカイゴイリョウイン,短期入所療養介護（介護医療院）,戸頭1-8-21,,35.919031900000000,140.012922900000000,0297-78-3365,0297-86-6052,3050005008782,医療法人　西秀会,08B1700010,,,0,https://nishimagi-hospital.com/,,,,
082279,08B2700027,茨城県,筑西市,三岳荘小松崎病院介護医療院,サンガクソウコマツザキビョウインカイゴイリョウイン,短期入所療養介護（介護医療院）,茨城県筑西市中館２２６５番地,,36.327455317077070,139.975458767459120,0296-24-2331,0296-24-2411,9050005009940,医療法人威恵会,08B2700027,,,0,http://www.sangakusou.or.jp,,,,
083097,08B3100011,茨城県,大洗町,介護医療院おおあらい,カイゴイリョウインオオアライ,短期入所療養介護（介護医療院）,茨城県東茨城郡大洗町大貫町９１５,,36.301626300000000,140.558734400000000,０２９－２６７－２１９１,０２９－２６６－１２１５,5050005002395,医療法人渡辺会,08B3100011,,,,http://watanabekai.net/,,,,
102016,10B0100010,群馬県,前橋市,介護医療院ふえき,カイゴイリョウインフエキ,短期入所療養介護（介護医療院）,群馬県前橋市表町二丁目27番22号,,34.660799400000000,133.929669200000000,027-224-2818,027-224-1988,,医療法人社団生方会,10B0100010,,,,http://ubukatakai.com,,,,
102091,10B0900013,群馬県,藤岡市,介護医療院　しのづか,カイゴイリョウイン　シノヅカ,短期入所療養介護（介護医療院）,群馬県藤岡市篠塚105-1,,36.258861700000000,139.064743900000000,0274-23-9261,0274-24-1880,,医療法人　育生会,10B0900013,,,,http://www.shinozuka-hp.or.jp,,,,
102113,10B1100019,群馬県,安中市,介護医療院　本多病院,カイゴイリョウイン　ホンダビョウイン,短期入所療養介護（介護医療院）,群馬県安中市鷺宮205-1,,36.305185100000000,138.896910500000000,027-382-1255,027-382-7396,,医療法人　信愛会,10B1100019,,,0,http://www.honda-hospital.jp/,,,,
103829,10B2400012,群馬県,下仁田町,下仁田南牧医療事務組合下仁田厚生病院介護医療院,シモニタナンモクイリョウジムクミアイシモニタコウセイビョウインカイゴイリョウイン,短期入所療養介護（介護医療院）,群馬県甘楽郡下仁田町大字下仁田409,,36.213426700000000,138.785926000000000,0274-82-3555,0274-82-5998,,下仁田南牧医療事務組合,10B2400012,,,,http://www15.wind.ne.jp/%7Es-hospital,,,,
111015,11B6500048,埼玉県,さいたま市西区,ケア大宮花の丘,ケアオオミヤハナノオカ,短期入所療養介護（介護医療院）,埼玉県さいたま市西区内野本郷９７５－５,,35.938367900000020,139.590629300000000,048-620-2400,048-620-2401,3100005004603,医療法人丸山会,11B6500048,,,,https://careomiya.maruyamakai.jp,,,,
112038,11B0200025,埼玉県,川口市,介護医療院ひだまりの郷,カイゴイリョウインヒダマリノサト,短期入所療養介護（介護医療院）,埼玉県川口市上青木4-2-6上靑木中央醫院,上靑木中央醫院,35.830497600000000,139.717678100000000,048-267-2218,048-267-8612,5030005018971,医療法人陽仁会,11B0200025,,,20,https://kamiaoki-hidamari.com/,,,,
121011,12B0100026,千葉県,千葉市中央区,介護医療院なごみかん,カイゴイリョウインナゴミカン,短期入所療養介護（介護医療院）,千葉県千葉市中央区道場南1丁目12番7号,,35.612492600000000,140.130262000000000,043-227-7437,043-202-5460,5040005001126,医療法人社団福生会,12B0100026,,,,http://www.saito-rosai.or.jp,,,,
