都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
011037,0150280147,北海道,札幌市東区,短期入所療養介護おおぞら,タンキニュウショリョウヨウカイゴオオゾラ,短期入所療養介護（介護老人保健施設）,北海道札幌市東区丘珠町167番地10,,43.107614600000000,141.384794000000000,011-786-0020,011-786-2265,2430005001956,医療法人社団曙,0150280147,,,,https://sapporo-oozora.com/,,,,
011037,0150280022,北海道,札幌市東区,介護老人保健施設もえれパークサイド,カイゴロウジンホケンシセツモエレパークサイド,短期入所療養介護（介護老人保健施設）,札幌市東区中沼町１０５－４３,,43.128798200000000,141.421330200000060,011-791-2311,011-791-2313,2430005001799,社会医療法人社団三草会,0150280022,,,0,https://www.moereparkside.jp/,,,,
011037,0150280089,北海道,札幌市東区,医療法人　徳洲会　介護老人保健施設　徳洲苑なえぼ,イリョウホウジン　トクシュウカイ　カイゴロウジンホケンシセツ　トクシュウエンナエボ,短期入所療養介護（介護老人保健施設）,北海道札幌市東区北7条東18丁目2番30号,,43.075270000000000,141.381296000000020,011-753-0011,011-753-6633,1120005005403,医療法人徳洲会,0150280089,,,0,http://naebo-rouken.com/,,,,
011045,0150380103,北海道,札幌市白石区,介護老人保健施設　生きがい,カイゴロウジンホケンシセツ　イキガイ,短期入所療養介護（介護老人保健施設）,札幌市白石区北郷2条11丁目3番20号,,43.050196500000000,141.432906099999970,011-871-2001,011-871-2003,4430005001707,医療法人社団　弘恵会,0150380103,,,0,http://www.kokeikai.com,,,,
011045,0150380137,北海道,札幌市白石区,勤医協老人保健施設柏ヶ丘,キンイキョウロウジンホケンシセツカシワガオカ,短期入所療養介護（介護老人保健施設）,札幌市白石区平和通7丁目南5-１勤医協老人保健施設　柏ヶ丘,勤医協老人保健施設　柏ヶ丘,43.047087700000000,141.417274400000000,011-865-0010,011-865-9538,3430005010758,公益社団法人北海道勤労者医療協会,0150380137,,,0,http://www.rouken-kashiwa.jp/,,,,
011053,0150580033,北海道,札幌市豊平区,介護老人保健施設　豊平北翔館　豊翔の郷,カイゴロウジンホケンシセツ　トヨヒラホクショウカン　ホウショウノサト,短期入所療養介護（介護老人保健施設）,札幌市豊平区旭町５丁目５－１,,43.044594572714054,141.366717359524470,011-837-7500,011-837-7501,9430005006692,医療法人　北翔会,0150580033,,,0,http://www.hokushokai.or.jp,,,,
011053,0150380020,北海道,札幌市豊平区,介護老人保健施設　アメニティ西岡,カイゴロウジンホケンシセツ　アメニティニシオカ,短期入所療養介護（介護老人保健施設）,札幌市豊平区西岡４条４丁目１番５号,,43.016256899999990,141.389189799999940,011-854-5510,011-854-3425,7430005001448,社会医療法人恵和会,0150380020,,,0,http://www.keiwakai.jp/,,,,
011053,0150580090,北海道,札幌市豊平区,介護老人保健施設ライフふくまつ,カイゴロウジンホケンシセツライフフクマツ,短期入所療養介護（介護老人保健施設）,北海道札幌市豊平区西岡４９７－１０,,42.989884200000000,141.369293200000000,０１１－５８３－５０００,０１１－５８３－５３３５,7430005001448,社会医療法人　恵和会,0150580090,,,0,http://www.keiwakai.jp/,,,,
011053,0150580124,北海道,札幌市豊平区,介護老人保健施設　ノテ日本医療大学リハビリ,カイゴロウジンホケンシセツ　ノテニホンイリョウダイガクリハビリ,短期入所療養介護（介護老人保健施設）,札幌市豊平区月寒東3条11丁目1‐55,,43.029111487278980,141.414674195106500,011-350-6700,011-350-6770,3430005000585,社会福祉法人ノテ福祉会,0150580124,,,0,https://www.note.or.jp,,,,
011053,0150580017,北海道,札幌市豊平区,北海道病院附属介護老人保健施設,ホッカイドウビョウインフゾクカイゴロウジンホケンシセツ,短期入所療養介護（介護老人保健施設）,札幌市豊平区中の島1条8丁目3番18号,,43.025345969506870,141.355601102377250,011-813-2222,011-813-3833,6040005003798,独立行政法人地域医療機能推進機構,0150580017,,,0,https://hokkaido.jcho.go.jp/rouken/,,,,
011061,0150580082,北海道,札幌市南区,介護老人保健施設　フォーシーズン南34条,カイゴロウジンホケンシセツ　フォーシーズンミナミ34ジョウ,短期入所療養介護（介護老人保健施設）,北海道札幌市南区南34条西10丁目3番35号,,43.012623415698734,141.347441062098140,011-581-1200,011-581-1201,8430005001793,医療法人社団栄会,0150580082,,,0,http://fourseason.or.jp/,,,,
011061,0150180016,北海道,札幌市南区,介護老人保健施設　リラコート愛全,カイゴロウジンホケンシセツ　リラコートアイゼン,短期入所療養介護（介護老人保健施設）,札幌市南区川沿13条2丁目4-45,,42.978384800000000,141.333815800000020,011-571-7151,011-572-5657,4430005001434,医療法人　愛全会,0150180016,,,0,http://www.aizenkai.or.jp,,,,
011061,0150380079,北海道,札幌市南区,介護老人保健施設アートヒルズ,カイゴロウジンホケンシセツアートヒルズ,短期入所療養介護（介護老人保健施設）,北海道札幌市南区石山８３７番地４７,,42.958806800000000,141.340671499999980,011-592-8500,011-592-7785,4430005001434,医療法人愛全会,0150380079,,,0,http://www.aizenkai.or.jp,,,,
011061,0150580025,北海道,札幌市南区,介護老人保健施設　フォーシーズン真駒内,カイゴロウジンホケンシセツ　フォーシーズンマコマナイ,短期入所療養介護（介護老人保健施設）,北海道札幌市南区真駒内南町4丁目3番3号,,42.980674000000010,141.351908500000040,011-588-1200,011-582-1500,8430005001793,医療法人社団栄会,0150580025,,,0,https://fourseason.or.jp/,,,,
011061,0150580074,北海道,札幌市南区,医療法人　晴生会　介護老人保健施設グラーネ北の沢,イリョウホウジン　セイセイカイ　カイゴロウジンホケンシセツグラーネキタノサワ,短期入所療養介護（介護老人保健施設）,札幌市南区北ノ沢1804番52,,43.007950100000000,141.308230600000000,011-572-2002,011-572-2008,9050005006021,医療法人　晴生会,0150580074,,,20,,,,,
011070,0150480127,北海道,札幌市西区,ヴェラス八軒,ヴェラスハチケン,短期入所療養介護（介護老人保健施設）,北海道札幌市西区八軒６条東４丁目4―22,,43.083706300000000,141.322921300000000,011-728-1165,011-728-1177,1020005007104,医療法人天馬会,0150480127,,,,,,,,
011070,0150480010,北海道,札幌市西区,介護老人保健施設セージュ山の手,カイゴロウジンホケンシセツ　セージュヤマノテ,短期入所療養介護（介護老人保健施設）,北海道札幌市西区山の手4条5丁目3-1,,43.070456100000000,141.294003500000030,011-614-2111,011-614-8444,2430005001452,医療法人耕仁会,0150480010,,,0,https://www.seijyu-yama.jp/,,,,
011070,0150480077,北海道,札幌市西区,介護老人保健施設　エル・クォール平和,カイゴロウジンホケンシセツ　エルクォールヘイワ,短期入所療養介護（介護老人保健施設）,札幌市西区平和２条１１丁目２番５号,,43.056720499999990,141.243829999999970,011-667-8111,011-667-8121,7430005001811,医療法人社団　静和会,0150480077,,,0,http://www.seiwa-kai.or.jp/elqol,,,,
011070,0150480085,北海道,札幌市西区,介護老人保健施設ぴあケアさくら,カイゴロウジンホケンシセツピアケアサクラ,短期入所療養介護（介護老人保健施設）,札幌市西区小別沢９７番地,,43.049041600000000,141.267034299999980,011-668-2777,011-668-2772,3430005000610,社会福祉法人宮の沢福祉会,0150480085,,,0,http://piacare.sub.jp/,,,,
011070,0150480119,北海道,札幌市西区,介護老人保健施設平和の杜,カイゴロウジンホケンシセツヘイワノモリ,短期入所療養介護（介護老人保健施設）,北海道札幌市西区平和420番地,,43.057811800000000,141.225942700000020,011-668-2020,011-668-2525,6430005012867,社会福祉法人杜の会,0150480119,,,0,https://www.morinokai1001.jp/,,,,
011088,0150380038,北海道,札幌市厚別区,介護老人保健施設ナーシングヴィラ大谷地,カイゴロウジンホケンシセツナーシングウ゛ィラオオヤチ,短期入所療養介護（介護老人保健施設）,札幌市厚別区大谷地東５丁目７番１０号,,43.022719800000000,141.458319000000000,011-892-3737,011-892-5861,3430005001476,医療法人　重仁会,0150380038,,,,http://www.ohyachi-hp.or.jp/villa/,,,,
011088,0150380046,北海道,札幌市厚別区,厚別老人保健施設ディ・グリューネン,アツベツロウジンホケンシセツ　ディ・グリューネン,短期入所療養介護（介護老人保健施設）,札幌市厚別区下野幌38-18,,43.039333000000000,141.502172800000040,011-898-5580,011-898-6760,6430005001523,医療法人東札幌病院,0150380046,,,3,http://www.d-grunen.com,,,,
011088,0150380095,北海道,札幌市厚別区,医療法人徳洲会　介護老人保健施設コスモス,イリョウホウジントクシュウカイ　カイゴロウジンホケンシセツコスモス,短期入所療養介護（介護老人保健施設）,札幌市厚別区厚別町山本１０６３―２８,,43.067156700000000,141.460436100000040,011-895-1110,011-895-1107,1120005005403,医療法人　徳洲会,0150380095,,,0,http://www.cosmoskaigo.com/,,,,
011088,0150380087,北海道,札幌市厚別区,介護老人保健施設あつべつ,カイゴロウジンホケンシセツアツベツ,短期入所療養介護（介護老人保健施設）,札幌市厚別区厚別町山本750番地6号,,43.058543900000000,141.462566899999960,011-896-5020,011-896-5055,7430005000540,社会福祉法人栄和会,0150380087,,,0,http://www.eiwakai.or.jp/,,,,
011096,0150480028,北海道,札幌市手稲区,介護老人保健施設　愛の里,カイゴロウジンホケンシセツ　アイノサト,短期入所療養介護（介護老人保健施設）,北海道札幌市手稲区西宮の沢1条4丁目14番5号,,43.107115200000000,141.262920700000000,011-681-6678,011-685-6682,,社会福祉法人　緑誠会,0150480028,,,,http://www.tanakamedical.net/ainosato/index.html,,,,
011096,0150480069,北海道,札幌市手稲区,介護老人保健施設ライフほしおき,カイゴロウジンホケンシセツライフホシオキ,短期入所療養介護（介護老人保健施設）,札幌市手稲区星置　1条4丁目2-10,,43.132580000000000,141.208736500000000,011-694-6668,,2430005001907,医療法人社団展望会,0150480069,,,0,https://www.tenboukai.com/,,,,
011096,0150480036,北海道,札幌市手稲区,介護老人保健施設　ほくと,カイゴロウジンホケンシセツ　ホクト,短期入所療養介護（介護老人保健施設）,札幌市手稲区手稲山口550番2,,43.141493100000000,141.210103000000000,011-681-5556,011-681-7986,2430005001519,医療法人　北武会,0150480036,,,0,http://www.hokubukai.or.jp/,,,,
011096,0150480051,北海道,札幌市手稲区,手稲あんじゅ（介護予防）短期入所療養介護事業所,テイネアンジュカイゴヨボウタンキニュウショリョウヨウカイゴジギョウショ,短期入所療養介護（介護老人保健施設）,札幌市手稲区稲穂5条2丁目6番1号介護老人保健施設　手稲あんじゅ,介護老人保健施設　手稲あんじゅ,43.117568700000000,141.227803000000000,011-685-8200,011-685-8300,7430005000581,社会福祉法人　手稲ロータス会,0150480051,,,0,https://teinelotuskai.com/,,,,
011100,0150580058,北海道,札幌市清田区,介護老人保健施設　清田北翔館　まいあの里,カイゴロウジンホケンシセツ　キヨタホクショウカン　マイアノサト,短期入所療養介護（介護老人保健施設）,札幌市清田区里塚２条４丁目２番５３号,,42.984099100000000,141.463818500000000,011-885-6540,011-885-6544,9430005006692,医療法人　北翔会,0150580058,,,0,http://www.hokushokai.or.jp/maianosato/,,,,
011100,0150380145,北海道,札幌市清田区,医療法人社団エスエスジェイ　介護老人保健施設　北野の四季,イリョウホウジンシャダンエスエスジェイカイゴロウジンホケンシセツキタノノシキ,短期入所療養介護（介護老人保健施設）,札幌市清田区北野1条2丁目11番50号,,43.006550100558370,141.430925013491800,011-881-2255,011-881-1050,5430005001631,医療法人　社団　エス・エス・ジェイ,0150380145,,,0,http://ssj-h.com/kitanonoshiki/,,,,
011100,0150380061,北海道,札幌市清田区,介護老人保健施設げんきのでる里,カイゴロウジンホケンシセツ　ゲンキノデルサト,短期入所療養介護（介護老人保健施設）,札幌市清田区真栄434番地6,,42.972199600000000,141.432388599999970,011-885-8877,011-885-7335,3430005000585,社会福祉法人ノテ福祉会,0150380061,,,0,https://www.note.or.jp/facilities/type/15/,,,,
012025,0151480043,北海道,函館市,介護老人保健施設ケンゆのかわ（短期入所療養介護事業所）,カイゴロウジンホケンシセツケンユノカワ（タンキニュウショリョウヨウカイゴジギョウショ）,短期入所療養介護（介護老人保健施設）,北海道函館市湯川町3丁目29番15号,,41.783655000000000,140.791242099999980,0138-59-1211,0138-59-3990,,社会福祉法人函館厚生院,0151480043,,,0,http://ken-yuno.koseiin.or.jp/,,,,
012025,0151480084,北海道,函館市,介護老人保健施設やわらぎ苑西桔梗,カイゴロウジンホケンシセツヤワラギエンニシキキョウ,短期入所療養介護（介護老人保健施設）,函館市西桔梗町735番地4,,41.845115300000000,140.716369000000000,0138-49-8555,0138-49-7707,,医療法人　やわらぎ会,0151480084,,,2,http://www.yawaragikai.com/kaigo/k_yawaragien.html,,,,
012025,0151480035,北海道,函館市,介護老人保健施設ジョイウェルス桔梗,カイゴロウジンホケンシセツジョイウェルスキキョウ,短期入所療養介護（介護老人保健施設）,函館市桔梗町５５７番地,,41.860445800000000,140.753513399999970,0138-46-8881,0138-46-8880,9440005000257,医療法人　聖仁会,0151480035,,,0,http://www.seijinkai-mori.jp/,,,,
012025,0151480050,北海道,函館市,介護老人保健施設　響の杜,カイゴロウジンホケンシセツ　ヒビキノモリ,短期入所療養介護（介護老人保健施設）,北海道函館市陣川町９１番地４,,41.825522500000000,140.786462799999980,0138-31-8320,0138-31-8336,5440005000293,医療法人函館友愛会,0151480050,,,0,https://hibikino-mori.jp/,,,,
012025,0151480068,北海道,函館市,介護老人保健施設ゆとりろ,カイゴロウジンホケンシセツユトリロ,短期入所療養介護（介護老人保健施設）,北海道函館市宝来町14番27号,,41.757647200000000,140.721847499999970,0138-23-7223,0138-23-5400,8440005000266,社会医療法人高橋病院,0151480068,,,150,http://takahashi-group.jp/,,,,
012025,0151480019,北海道,函館市,介護老人保健施設　グランドサン亀田,カイゴロウジンホケンシセツ　グランドサンカメダ,短期入所療養介護（介護老人保健施設）,北海道函館市石川町191番地4,,41.835860066082900,140.742938519049100,0138-46-3151,0138-46-9139,6440005000219,社会医療法人文珠会,0151480019,,,0,http://www.hakodate-kameda-hp.com,,,,
012025,0151480100,北海道,函館市,介護老人保健施設　もも太郎,カイゴロウジンホケンシセツ　モモタロウ,短期入所療養介護（介護老人保健施設）,函館市赤川町388番地1,,41.836295700000000,140.768502099999980,0138-47-5550,0138-47-5551,9440005000348,社会福祉法人函館厚生院,0151480100,,,0,http://momo-taro.koseiin.or.jp/,,,,
012025,0151480027,北海道,函館市,介護老人保健施設ロイヤルヒルズ日吉,カイゴロウジンホケンシセツロイヤルヒルズヒヨシ,短期入所療養介護（介護老人保健施設）,北海道函館市日吉町4丁目7-81,,41.802186900000000,140.795093800000020,0138-31-3113,0138-31-3198,4440005000278,特定医療法人富田病院,0151480027,,,0,http://www.tomita-hospital.or.jp,,,,
012033,0152080024,北海道,小樽市,老人保健施設マイトリーおたる,ロウジンホケンシセツマイトリーオタル,短期入所療養介護（介護老人保健施設）,北海道小樽市奥沢1丁目2番2号,,43.182893300000000,141.005942099999970,0134-21-2555,0134-21-2533,,医療法人双葉会,0152080024,,,,maitori@hkg.odn.ne.jp,,,,
012033,0172000622,北海道,小樽市,社会福祉法人恩賜財団済生会支部北海道済生会小樽老人保健施設はまなす,シャカイフクシホウジンオンシザイダンサイセイカイシブホッカイドウサイセイカイオタルロウジンホケンシセツハマナス,短期入所療養介護（介護老人保健施設）,小樽市塩谷２丁目１７番２５号,,43.207755600000000,140.928090300000000,0134-28-2600,0134-26-0021,3010405001696,社会福祉法人恩賜財団済生会,0172000622,,,0,https://www.otaru-hamanasu.com/,,,,
012033,0152080057,北海道,小樽市,介護老人保健施設　望,カイゴロウジンホケンシセツ　ノゾミ,短期入所療養介護（介護老人保健施設）,小樽市望洋台2丁目30番10号,,43.165207300000000,141.037342999999960,0134-51-2215,0134-51-2216,7430005008006,医療法人社団清か,0152080057,,,5,http://sayaka-nozomi.skr.jp/,,,,
012033,0152080073,北海道,小樽市,医療法人社団萌水会　老人保健施設モエズガーデン小樽,イリョウホウジンシャダンホウスイカイ　ロウジンホケンシセツモエズガーデンオタル,短期入所療養介護（介護老人保健施設）,北海道小樽市奥沢1丁目2番2号,,43.182915300000000,141.005788800000000,0134-21-2555,0134-21-2533,2430005001857,医療法人社団萌水会,0152080073,,,0,,,,,
012033,0152080016,北海道,小樽市,医療法人勉仁会介護老人保健施設ラポール東小樽,イリョウホウジンベンジンカイカイゴロウジンホケンシセツラポールヒガシオタル,短期入所療養介護（介護老人保健施設）,小樽市新光２丁目２９番２号,,43.168298000000000,141.052370700000000,0134-52-3000,0134-52-0545,3430005001518,医療法人　勉仁会,0152080016,,,,http://www.nakagaki-hp.or.jp/,,,,
012041,0152980017,北海道,旭川市,旭川老人保健施設　ふれあい,アサヒカワロウジンホケンシセツフレアイ,短期入所療養介護（介護老人保健施設）,旭川市錦町18丁目2150番地,,43.791690300000000,142.332359799999950,0166-51-1818,0166-51-1579,8450005000372,医療法人　恵心会,0152980017,,,0,http://www.keishinkai.jp.net/index.html,,,,
012041,0152980058,北海道,旭川市,老人保健施設さくら館,ロウジンホケンシセツサクラカン,短期入所療養介護（介護老人保健施設）,旭川市４条西４丁目２番１号,,43.773734500000000,142.345804100000000,0166-27-0200,0166-27-0225,6450005000374,医療法人社団慶友会,0152980058,,,0,http://www.keiyukai-group.com/sakurakan,,,,
012041,0152980074,北海道,旭川市,介護老人保健施設　フェニックス,カイゴロウジンホケンシセツ　フェニックス,短期入所療養介護（介護老人保健施設）,旭川市豊岡13条1丁目1番17号,,43.771147400000000,142.390140999999970,0166-34-8181,0166-34-8338,6450005000358,医療法人　歓生会,0152980074,,,5,http://www.328181.com,,,,
012041,0152980033,北海道,旭川市,介護老人保健施設旭泉苑,カイゴロウジンホケンシセツキョクセンエン,短期入所療養介護（介護老人保健施設）,旭川市永山四条6丁目3番24号,,43.792090700000000,142.409490799999960,0166-47-8000,0166-47-7867,7450005000365,医療法人社団旭豊会,0152980033,,,,http://kyokuhoukai.or.jp,,,,
012041,0152980108,北海道,旭川市,介護老人保健施設　ことぶき,カイゴロウジンホケンシセツ　コトブキ,短期入所療養介護（介護老人保健施設）,旭川市東旭川町上兵村35番地5,,43.780051400000000,142.438777100000040,0166-36-1940,0166-36-7320,7450005000316,医療法人社団圭泉会,0152980108,,,0,http://www.keisenkai.or.jp,,,,
012041,0152980041,北海道,旭川市,老人保健施設　グリーンライフ,ロウジンホケンシセツ　グリーンライフ,短期入所療養介護（介護老人保健施設）,北海道旭川市神楽岡１４条７丁目１番１号,,43.734875800000000,142.362476199999950,0166-65-7700,0166-66-0181,1450005000008,医療法人社団創成,0152980041,,,0,https://sousei-hp.com/greenlife/,,,,
012041,0152980132,北海道,旭川市,医療法人仁友会　介護老人保健施設みやびの森,イリョウホウジンジンユウカイ　カイゴロウジンホケンシセツミヤビノモリ,短期入所療養介護（介護老人保健施設）,北海道旭川市東旭川町下兵村320番18,,43.773082600000000,142.432097300000000,0166-36-6520,0166-36-6550,4450005000434,仁友会,0152980132,,,0,https://miyabi.jinyukai.jp/,,,,
012041,0152980082,北海道,旭川市,老人保健施設かたくりの郷,ロウジンホケンシセツカタクリノサト,短期入所療養介護（介護老人保健施設）,北海道旭川市神楽３条４丁目２番１４号,,43.762224800000000,142.348051700000040,0166-63-1165,0166-62-7997,4450005000509,社会医療法人道北勤労者医療協会,0152980082,,,0,http://www.dohoku-kinikyo.or.jp,,,,
012041,0152980066,北海道,旭川市,老人保健施設愛善ハイツ,ロウジンホケンシセツアイゼンハイツ,短期入所療養介護（介護老人保健施設）,北海道旭川市春光台4条11丁目5249番地の2老人保健施設　愛善ハイツ,老人保健施設　愛善ハイツ,43.831673700000000,142.371958500000000,0166-54-7371,0166-54-7313,2450005000246,社会福祉法人愛善会,0152980066,,,0,http://aizenkai-swc.jp,,,,
012041,0152980025,北海道,旭川市,老人保健施設　サニーヒル,ロウジンホケンシセツ　サニーヒル,短期入所療養介護（介護老人保健施設）,旭川市末広８条６丁目５３０７,,43.819600454819000,142.372984333065770,0166-51-1127,0166-46-8010,1450005000222,社会福祉法人　旭川福祉事業会,0152980025,,,0,http://www.a-fukushi.or.jp/,,,,
012050,0153580014,北海道,室蘭市,介護老人保健施設エバーグリーンハイツ室蘭,カイゴロウジンホケンシセツエバーグリーンハイツムロラン,短期入所療養介護（介護老人保健施設）,室蘭市八丁平１丁目４９番地,,42.367328347608776,141.007286533065780,0143-46-4500,0143-46-4501,5430005009856,医療法人社団青雲会,0153580014,,,0,http://seiunkai.jp/,,,,
012050,0153580048,北海道,室蘭市,介護老人保健施設憩,カイゴロウジンホケンシセツイコイ,短期入所療養介護（介護老人保健施設）,室蘭市知利別町１－４５,,42.357523700000000,141.016511000000040,0143-41-1511,0143-41-3072,6430005009863,社会医療法人製鉄記念室蘭病院,0153580048,,,70,http://www.nshp-muroran.or.jp,,,,
012050,0153580030,北海道,室蘭市,老人保健施設母恋,ロウジンホケンシセツボコイ,短期入所療養介護（介護老人保健施設）,北海道室蘭市新富町１－５－１３,,42.315316900000000,140.983854100000030,0143-25-2121,0143-25-2855,9430005009869,社会医療法人　母恋,0153580030,,,100,http://www.bokoi.jp/rouken/,,,,
012068,0154180012,北海道,釧路市,介護老人保健施設老健くしろ,カイゴロウジンホケンシセツロウケンクシロ,短期入所療養介護（介護老人保健施設）,北海道釧路市昭和１９０番地４４６２,,43.032423700000000,144.355828699999960,0154-55-2331,0154-53-3010,6460005000423,医療法人豊慈会,0154180012,,,0,http://www.hjg.jp,,,,
012068,0154180046,北海道,釧路市,老人保健施設　星が浦,ロウジンホケンシセツ　ホシガウラ,短期入所療養介護（介護老人保健施設）,北海道釧路市星が浦大通３丁目９番３５号,,43.016540400000000,144.316907799999970,0154-55-2800,0154-55-2801,9460005000420,社会医療法人孝仁会,0154180046,,,5,http://www.kojinkai.or.jp,,,,
012068,0154180020,北海道,釧路市,道東勤医協老人保健施設ケアコートひまわり,ドウトウキンイキョウロウジンホケンシセツケアコートヒマワリ,短期入所療養介護（介護老人保健施設）,北海道釧路市堀川町8番43号,,42.998455652534760,144.392615401188660,0154-24-1165,0154-23-7665,2460005000393,社会医療法人道東勤労者医療協会,0154180020,,,0,http://dotokin-kaigo.com/,,,,
012068,0174100974,北海道,釧路市,介護老人保健施設　老健たいよう,カイゴロウジンホケンシセツ　ロウケンタイヨウ,短期入所療養介護（介護老人保健施設）,北海道釧路市春採7丁目9番8号,,42.978448700000000,144.419532000000000,0154-46-7233,0154-46-7236,7460005000364,社会福祉法人釧路創生会,0174100974,,,0,http://www.kushiro-souseikai.com,,,,
012076,0154680011,北海道,帯広市,介護老人保健施設アメニティ帯広,カイゴロウジンホケンシセツアメニティオビヒロ,短期入所療養介護（介護老人保健施設）,帯広市西１６条北１丁目２７番地,,42.931369100000000,143.175463199999970,0155-36-1234,0155-35-6020,4460105000358,医療法人社団刀圭会,0154680011,,,0,http://toukeikai.or.jp/,,,,
