都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
092169,0912310489,栃木県,下野市,医療法人志由会　都丸整形外科　短期入所療養介護,イリョウホウジンシユウカイ　トマルセイケイゲカ　タンキニュウショリョウヨウカイゴ,短期入所療養介護(療養病床を有する病院等）,栃木県下野市文教１ー１１ー１６,,36.441566100000000,139.860066400000050,０２８５ー５２ー１０１０,０２８５ー５２ー０９９８,3060005005218,医療法人志由会,0912310489,,,10,https://tomaruseikei.com/kaigo/,,,,
113620,1114801015,埼玉県,皆野町,医療法人徳洲会　皆野病院,イリョウホウジントクシュウカイ　ミナノビョウイン,短期入所療養介護(療養病床を有する病院等）,埼玉県秩父郡皆野町皆野2031-1,,36.077097900000000,139.101209300000000,0494-62-6300,0494-62-6010,1120005005403,医療法人徳洲会,1114801015,,,0,https://www.minano-hospital.jp/,,,,
122211,1272603299,千葉県,八千代市,医療法人真温会　八千代有床診療所,イリョウホウジンシンオンカイ　ヤチヨユウショウシンリョウジョ,短期入所療養介護(療養病床を有する病院等）,千葉県八千代市緑が丘西３－１３－２１,,35.738300600000000,140.070994700000000,047-411-6020,047-411-6021,5040005020596,医療法人真温会,1272603299,,,,https://yachiyo-yusho.clinic/,,,,
142166,1414110128,神奈川県,座間市,くりはらメディカルクリニック,クリハラメディカルクリニック,短期入所療養介護(療養病床を有する病院等）,神奈川県座間市栗原1199-4,,35.496752500000000,139.415041699999960,046-200-9898,046-200-9919,4021005009467,医療法人社団貴人会,1414110128,,,0,http://www.kurihara-mc.com/short-stay.html,,,,
162019,16B0100030,富山県,富山市,介護医療院　せいわ,カイゴイリョウイン　セイワ,短期入所療養介護(療養病床を有する病院等）,針原中町336,,36.724481399999990,137.265096100000000,076-451-7001,076-451-7701,8230005000386,医療法人社団正啓会,16B0100030,,,33,http://seikeikaitoyama.com/,,,,
162027,1610211995,富山県,高岡市,医療法人　光ヶ丘病院,イリョウホウジン　ヒカリガオカビョウイン,短期入所療養介護(療養病床を有する病院等）,富山県高岡市西藤平蔵313,,36.706839279447635,136.985936873016380,0766-63-5353,0766-63-5716,9230005005863,医療法人社団紫蘭会,1610211995,,,,http://www.shirankai.net/,,,,
162027,1670200532,富山県,高岡市,医療法人社団　高陵クリニック,イリョウホウジンシャダン　コウリョウクリニック,短期入所療養介護(療養病床を有する病院等）,富山県高岡市野村２３番地１,,36.737831700000000,137.027401199999980,0766-26-6200,0766-26-6204,7230005005873,医療法人社団高陵クリニック,1670200532,,,0,www.ko-cli.com,,,,
162060,1610610469,富山県,滑川市,医療法人社団　秀林会　吉見病院,イリョウホウジンシャダン　シュウリンカイ　ヨシミビョウイン,短期入所療養介護(療養病床を有する病院等）,富山県滑川市清水町３番２５号,,36.763420600000000,137.343748700000000,076-475-0861,076-475-7235,8230005004429,医療法人社団　秀林会　吉見病院,1610610469,,,,http://yoshimi-hospital.jp/,,,,
162078,1670700358,富山県,黒部市,医療法人社団平成会桜井病院,イリョウホウジンシャダンヘイセイカイサクライビョウイン,短期入所療養介護(療養病床を有する病院等）,富山県黒部市荻生６６７５番地の５,,36.873269000000000,137.455349000000070,0765-54-1800,0765-54-4001,,医療法人社団平成会桜井病院,1670700358,,,0,http://www.med-sakurai.jp,,,,
162086,1610810523,富山県,砺波市,となみ三輪病院,トナミミワビョウイン,短期入所療養介護(療養病床を有する病院等）,砺波市頼成605,,36.636686700000000,137.008401199999980,0763-37-1000,0763-37-0800,,医療法人社団三医会,1610810523,,,0,http://www.sanikai.or.jp/,,,,
162086,1610810515,富山県,砺波市,あおい病院,アオイビョウイン,短期入所療養介護(療養病床を有する病院等）,砺波市堀内18番1,,36.649388900000000,136.970771799999970,0763-33-7888,0763-33-7900,,医療法人社団寿山会,1610810515,,,0,http://www.juzankai.jp,,,,
172031,1710311307,石川県,小松市,田谷泌尿器科医院,タヤヒニョウキカイイン,短期入所療養介護(療養病床を有する病院等）,石川県小松市園町ニ29-1,,36.404769147218566,136.463736419156360,0761-23-0888,0761-23-0889,1220005003454,医療法人社団田谷会,1710311307,,,0,https://tayakai.or.jp/clinic/shortstay/,,,,
182010,1870103247,福井県,福井市,さくら病院,サクラビョウイン,短期入所療養介護(療養病床を有する病院等）,福井県福井市下荒井町第21号44番地の1さくら病院,さくら病院,36.024989000000000,136.208969000000020,0776-39-1600,0776-39-1601,6210005000456,医療法人さくら千寿会,1870103247,,,0,http://www.senjukai.com,,,,
182010,1810119907,福井県,福井市,ひらい内科消化器科医院短期入所療養介護施設,ヒライナイカショウカキカイインカイゴリョウヨウガタイリョウシセツ,短期入所療養介護(療養病床を有する病院等）,福井市渕4丁目1813,,36.045502100000000,136.182072999999940,0776-33-6881,0776-33-6883,6210005000027,医療法人健康館,1810119907,,,0,http://www.hirainaikashoukakika.org/,,,,
182095,1810314557,福井県,越前市,池端病院,イケバタビョウイン,短期入所療養介護(療養病床を有する病院等）,福井県越前市今宿町８－１,,35.865436600000000,136.169917100000020,0778-23-0150,0778-24-2363,,医療法人　池慶会,1810314557,,,0,http://www.ikebata.jp,,,,
182109,1811715133,福井県,坂井市,宮崎病院,ミヤザキビョウイン,短期入所療養介護(療養病床を有する病院等）,坂井市三国町北本町2-2-6,,36.216336700000000,136.149079300000040,0776-82-1002,0776-82-6713,,医療法人　慈風会,1811715133,,,,http://www.miyazaki-hp.com,,,,
185019,1812410056,福井県,若狭町,若狭町国民健康保険上中病院,ワカサチョウコクミンケンコウホケンカミナカビョウイン,短期入所療養介護(療養病床を有する病院等）,福井県三方上中郡若狭町市場第１９号５番地,,35.461801800000000,135.857883200000060,0770-62-1188,0770-62-1699,,若狭町,1812410056,,,0,http://www.town.fukui-wakasa.lg.jp/town/category/page.asp?Page=34,,,,
192023,1911210886,山梨県,富士吉田市,国民健康保険　富士吉田市立病院,コクミンケンコウホケン　フジヨシダシリツビョウイン,短期入所療養介護(療養病床を有する病院等）,山梨県富士吉田市上吉田6530,,35.464943700000000,138.806199000000000,0555-22-4111,0555-22-6995,,富士吉田市役所,1911210886,,,,http://www.city.fujiyoshida.yamanashi.jp/,,,,
192091,1971900343,山梨県,北杜市,短期入所療養介護施設ほくと診療所,タンキニュウショリョウヨウカイゴシセツホクトシンリヨウジョ,短期入所療養介護(療養病床を有する病院等）,山梨県北杜市明野町上手５２０,,35.770616600000000,138.428865100000000,0551-25-7061,0551-25-7062,,社会福祉法人緑樹会,1971900343,,,0,http://www.ryokuju.com/,,,,
192112,1970500672,山梨県,笛吹市,花の丘たちかわクリニック,ハナノオカタチカワクリニック,短期入所療養介護(療養病床を有する病院等）,山梨県笛吹市境川町大坪１０３,,35.608905400000000,138.609419700000000,055-266-8181,055-266-8182,,,1970500672,,,18,https://hananooka.com,,,,
194301,1911310553,山梨県,富士河口湖町,山梨赤十字病院療養型介護病棟,ヤマナシセキジュウジビョウインリョウヨウガタカイゴビョウトウ,短期入所療養介護(療養病床を有する病院等）,山梨県南都留郡富士河口湖町船津６６６３－１,,35.458427100000000,138.760056800000030,0555-72-2222,0555-73-1385,,日本赤十字社山梨県支部山梨赤十字病院療養型介護病棟,1911310553,,,0,http://www.yamanashi-rc.jp/,,,,
202037,2010317705,長野県,上田市,医療法人秀栄会岸医院,シュウエイカイキシイイン,短期入所療養介護(療養病床を有する病院等）,長野県上田市上丸子３２８－１,,36.328212400000000,138.270959700000050,0268-42-2679,0268-42-3859,1100005004605,医療法人秀栄会,2010317705,,,0,http://www.kishi-clinic.or.jp,,,,
203211,2012117012,長野県,軽井沢町,軽井沢町国民健康保険軽井沢病院,カルイザワマチコクミンケンコウホケンカルイザワビョウイン,短期入所療養介護(療養病床を有する病院等）,北佐久郡軽井沢町大字長倉２３７５番地１,,36.348587400000000,138.598349300000000,0267-45-5111,0267-45-0041,,軽井沢町,2012117012,,,0,http://www.karuizawahospital.jp/,,,,
213039,2110600539,岐阜県,笠松町,愛生病院,アイセイビョウイン,短期入所療養介護(療養病床を有する病院等）,岐阜県羽島郡笠松町円城寺971,,35.375363300000000,136.789969100000000,058-388-3300,058-387-6979,6200005003451,医療法人社団睦会,2110600539,,,0,http://www.mutsumikai.or.jp/,,,,
221384,2217110549,静岡県,浜松市中央区,医療法人社団一穂会　西山病院,イリョウホウジンシャダンイッスイカイ　ニシヤマビョウイン,短期入所療養介護(療養病床を有する病院等）,静岡県浜松市西区西山町５００番地,,34.737078100000000,137.688063599999960,053-485-5558,053-485-5653,1080405000231,医療法人社団　一穂会,2217110549,,,271,http://www.nishiyama.or.jp/,,,,
221384,2217211057,静岡県,浜松市中央区,医療法人社団　心　坂の上在宅医療支援医院,イリョウホウジンシャダンココロサカノウエザイタクイリョウシエンイイン,短期入所療養介護(療養病床を有する病院等）,静岡県浜松市中央区幸4-36-2,,34.745969400000000,137.732592800000020,053-416-2014,053-525-7110,2080405004058,医療法人社団心,2217211057,,,0,http://www.sakanoue-fc.jp,,,,
231169,2311600965,愛知県,名古屋市天白区,医療法人東樹会　東樹会病院,イリョウホウジントウジュカイ　トウジュカイビョウイン,短期入所療養介護(療養病床を有する病院等）,名古屋市天白区原一丁目１３０７番地,,35.126582000000000,136.999463200000040,052-802-1101,052-802-7311,,医療法人東樹会,2311600965,,,,http://www.toju-kai.or.jp,,,,
232017,2312001072,愛知県,豊橋市,二川病院,フタガワビョウイン,短期入所療養介護(療養病床を有する病院等）,豊橋市大岩町字北元屋敷３６番地の３,,34.726767200000000,137.440649399999980,0532-41-0011,0532-41-0210,,医療法人財団医正会,2312001072,,,,http://www.futagawa-hp.or.jp,,,,
232017,2312005149,愛知県,豊橋市,太田整形外科,オオタセイケイゲカ,短期入所療養介護(療養病床を有する病院等）,愛知県豊橋市大岩町字北山350,,34.729122300000010,137.436366300000030,0532-41-6800,0532-41-6688,,大岩の森,2312005149,,,0,http://www.ohiwanomori.or.jp,,,,
232033,2312204296,愛知県,一宮市,孝友クリニック,コウユウクリニック,短期入所療養介護(療養病床を有する病院等）,愛知県一宮市北小渕字道上55番地1,,35.304035200000000,136.829824100000000,0586-75-5559,0586-75-5524,8180005010408,医療法人孝友会,2312204296,,,0,http://www.kouyu-kai.or.jp,,,,
232050,2312401298,愛知県,半田市,あべクリニック,アベクリニック,短期入所療養介護(療養病床を有する病院等）,愛知県半田市南大矢知町2-41-1,,34.924934700000000,136.942395300000040,0569-28-0360,0569-28-0831,,医療法人メディライフ,2312401298,,,0,http://www.medi-life.jp/,,,,
232050,2372401386,愛知県,半田市,あべクリニック,アベクリニック,短期入所療養介護(療養病床を有する病院等）,愛知県半田市南大矢知町2-41-1,,34.924962400000000,136.942378700000060,0569-28-0360,0569-28-0831,,医療法人メディライフ,2372401386,,,0,http://www.medi-life.jp/,,,,
232068,2312500164,愛知県,春日井市,財団法人　春日会　足立病院,ザイダンホウジン　カスガカイ　アダチビョウイン,短期入所療養介護(療養病床を有する病院等）,春日井市若草通１－１,,35.234081600000000,136.954680800000000,0568-31-2195,0568-32-5903,,財団法人　春日会　足立病院,2312500164,,,,http://www.adachi-hp.or.jp/,,,,
232068,2312500206,愛知県,春日井市,鳥居クリニック,トリイクリニック,短期入所療養介護(療養病床を有する病院等）,春日井市鳥居松町２－３０７,,35.241850700000000,136.970579499999990,0568-81-2200,0568-81-3120,,医療法人　同仁会,2312500206,,,,http://,,,,
232076,2312600816,愛知県,豊川市,豊川青山病院,トヨカワアオヤマビョウイン,短期入所療養介護(療養病床を有する病院等）,愛知県豊川市西島町中井33番地1,,34.809455500000000,137.395603100000020,0533-86-8125,0533-84-7685,,医療法人宝美会,2312600816,,,,http://www17.ocn.ne.jp/~t-aoyama/,,,,
232084,2312700608,愛知県,津島市,医療法人　三善会　津島中央病院,イリョウホウジン　サンゼンカイ　ツシマチュウオウビョウイン,短期入所療養介護(療養病床を有する病院等）,愛知県津島市葉苅町字綿掛６３番地,,35.191055300000000,136.761156100000000,0567-24-0111,0567-24-0101,,医療法人　三善会,2312700608,,,,http://wwwsanzenkai.or.jp,,,,
232084,2312701085,愛知県,津島市,医療法人宏徳会　安藤病院,イリョウホウジンコウトクカイ　アンドウビョウイン,短期入所療養介護(療養病床を有する病院等）,津島市唐臼町半池72番地1,,35.155263100000000,136.749550300000000,0567-31-4070,0567-32-1482,,医療法人宏徳会,2312701085,,,,,,,,
232114,2313001378,愛知県,豊田市,医療法人　豊寿会　斉藤病院,イリョウホウジン　ホウジュカイ　サイトウビョウイン,短期入所療養介護(療養病床を有する病院等）,愛知県豊田市四郷町森前１６６－１,,35.121812600000000,137.167951499999960,0565-44-1177,0565-44-1201,,医療法人豊寿会,2313001378,,,0,http://www.saitou-hp.or.jp,,,,
232131,2313200152,愛知県,西尾市,西尾病院,ニシオビョウイン,短期入所療養介護(療養病床を有する病院等）,愛知県西尾市和泉町22番地,,34.867297100000000,137.055625200000000,0563-57-5138,0563-57-8025,,医療法人　田中会,2313200152,,,,http://www.nishio-hp.or.jp/,,,,
232157,2313400653,愛知県,犬山市,いたつ内科クリニック,イタツナイカクリニック,短期入所療養介護(療養病床を有する病院等）,愛知県犬山市字裏之門50番地,,35.330726100000000,136.950868099999980,0568-67-6333,0568-67-6332,,医療法人　清友会,2313400653,,,0,,,,,
232190,2313800944,愛知県,小牧市,塚原外科・内科,ツカハラゲカ・ナイカ,短期入所療養介護(療養病床を有する病院等）,愛知県小牧市中央二丁目185番地,,35.287627800000000,136.928416700000070,0568-77-3175,0568-76-8173,,医療法人　双寿会,2313800944,,,,http://www.soujukai.or.jp,,,,
232211,2314000569,愛知県,新城市,医療法人　静巌堂医院,イリョウホウジン　セイガンドウイイン,短期入所療養介護(療養病床を有する病院等）,愛知県新城市副川字大貝津13番地,,35.000260611480640,137.555601611500600,0536-35-0022,0536-35-0286,7180305007427,医療法人　静巌堂医院,2314000569,,,0,http://seigando.jp,,,,
232301,2314900149,愛知県,日進市,医療法人福友会　福友病院,イリョウホウジンフクユウカイ　フクユウビョウイン,短期入所療養介護(療養病床を有する病院等）,愛知県日進市北新町殿ケ池上539番地,,35.161175800000000,137.057964299999980,0561-73-3151,0561-73-0506,,医療法人福友会,2314900149,,,,http://www,,,,
232335,2317300198,愛知県,清須市,医療法人眞清会　新川病院,イリョウホウジンマスミカイ　シンカワビョウイン,短期入所療養介護(療養病床を有する病院等）,愛知県清須市土器野２６７番地,,35.193956700000000,136.854186199999960,052-400-2711,052-400-6283,,医療法人眞清会,2317300198,,,,http://homepage2.nifty.com/shinkawa-hp/,,,,
232351,2377500349,愛知県,弥富市,野村胃腸科,ノムライチョウカ,短期入所療養介護(療養病床を有する病院等）,愛知県弥富市子宝2丁目105番地4,,35.107965400000000,136.767083299999970,0567-52-2526,0567-52-2637,,御幸会,2377500349,,,,http://miyukikai.or.jp/,,,,
233617,2375300601,愛知県,大口町,医療法人　山田外科内科,イリョウホウジン　ヤマダゲカナイカ,短期入所療養介護(療養病床を有する病院等）,丹羽郡大口町竹田二町目３８番地,,35.335746400000000,136.906394399999950,0587-96-6000,0587-96-6001,,山田外科内科,2375300601,,,0,http://www.yamada-gekanaika.com/pc/,,,,
234460,2315701322,愛知県,美浜町,知多厚生病院,チタコウセイビョウイン,短期入所療養介護(療養病床を有する病院等）,愛知県知多郡美浜町大字河和字西谷８１番地６,,34.775617800000000,136.905939699999980,0569-82-0395,0569-82-4333,,愛知県厚生農業協同組合連合会,2315701322,,,0,http://www.jaaikosei.or.jp/chitakosei/,,,,
261033,2610601839,京都府,京都市左京区,医療法人稲門会　いわくら病院,トウモンカイ　イワクラビョウイン,短期入所療養介護(療養病床を有する病院等）,京都市左京区岩倉上蔵町１０１,,35.078512400000000,135.782049499999970,075-711-2171,075-722-7898,7130005003937,医療法人稲門会　いわくら病院,2610601839,,,,http://www.toumonkai.net/,,,,
261033,2610600849,京都府,京都市左京区,医療法人寿尚会洛陽病院,イリョウホウジンジュショウカイラクヨウビョウイン,短期入所療養介護(療養病床を有する病院等）,京都府京都市左京区岩倉上蔵町143,,35.079315100000000,135.783629900000050,075-781-7151,075-781-7156,,医療法人寿尚会,2610600849,,,,http://www.rakuyohp.or.jp,,,,
272078,2710905312,大阪府,高槻市,医療法人啓友会　啓友クリニック,イリョウホウジンケイユウカイ　ケイユウクリニック,短期入所療養介護(療養病床を有する病院等）,大阪府高槻市安岡寺町１－３６－８,,34.873333400000000,135.607780500000000,072-689-3251,072-687-0887,5120905001836,医療法人啓友会,2710905312,,,0,http://www.keiyukai-nakajima.jp/,,,,
281093,2815001769,兵庫県,神戸市北区,西クリニック,ニシクリニック,短期入所療養介護(療養病床を有する病院等）,兵庫県神戸市北区西大池1丁目3-22,,34.780366800000000,135.198289800000000,078-581-5478,078-581-0114,,医療法人社団西クリニック,2815001769,,,,,,,,
281093,2815000498,兵庫県,神戸市北区,医療法人甲風会　有馬温泉病院,イリョウホウジンコウフウカイ　アリマオンセンビョウイン,短期入所療養介護(療養病床を有する病院等）,兵庫県神戸市北区有馬町字山田山1819番地の2,,34.798427592650170,135.258645894653370,078-904-3321,078-904-0172,5140005001801,医療法人甲風会,2815000498,,,0,http://aohos.com/,,,,
302091,3071800852,和歌山県,岩出市,紀の川クリニック,キノカワクリニック,短期入所療養介護(療養病床を有する病院等）,和歌山県岩出市西国分501番地1,,34.265535900000000,135.331716600000000,0736-62-0717,0736-62-2831,2170005001149,医療法人博文会,3071800852,,,,http://www.hakubunkai.com,,,,
313891,3111510016,鳥取県,南部町,南部町国民健康保険西伯病院,ナンブチョウコクミンケンコウホケンサイハクビョウイン,短期入所療養介護(療養病床を有する病院等）,鳥取県西伯郡南部町倭３９７,,35.347749100000010,133.325482100000040,0859-66-2211,0859-66-4012,,南部町国民健康保険西伯病院,3111510016,,,0,http://www.saihaku-hospital.com,,,,
322016,3211110857,島根県,松江市,医療法人財団公仁会　鹿島病院,イリョウホウジンザイダンコウジンカイ　カシマビョウイン,短期入所療養介護(療養病床を有する病院等）,島根県松江市鹿島町名分243-1,,35.526262400000000,133.006919299999940,0852-82-2627,0852-82-9221,3280005000601,医療法人財団　公仁会,3211110857,,,0,http://www.kashima-hosp.or.jp,,,,
331040,3310111400,岡山県,岡山市南区,かとう内科並木通り診療所,カトウナイカナミキドオリシンリョウショ,短期入所療養介護(療養病床を有する病院等）,岡山県岡山市南区並木町2丁目27-5,,34.610143200000000,133.938939800000070,086-264-8855,086-264-8846,7260005001564,医療法人社団かとう内科並木通り診療所,3310111400,,,0,www.kato-namiki.or.jp,,,,
332020,3310210368,岡山県,倉敷市,玉島病院,タマシマビョウイン,短期入所療養介護(療養病床を有する病院等）,岡山県倉敷市玉島乙島４０３０,,34.541650600000000,133.680468499999960,086-522-4141,086-522-3473,,公益財団法人　弘仁会,3310210368,,,0,http://www.tamashimahosp.or.jp,,,,
332020,3310212240,岡山県,倉敷市,柴田病院,シバタビョウイン,短期入所療養介護(療養病床を有する病院等）,岡山県倉敷市玉島乙島6108-1,,34.553302400000000,133.693067100000000,086-526-7870,086-525-0466,4260005004347,医療法人高志会,3310212240,,,0,http://www.shibata-h.jp,,,,
341037,3410114247,広島県,広島市南区,医療法人社団　古川医院,イリョウホウジンシャダン　フルカワイイン,短期入所療養介護(療養病床を有する病院等）,広島市南区東雲本町1丁目1番2号,,34.384325700000000,132.483970700000000,082-281-7889,082-286-0100,5240005001403,医療法人社団古川医院,3410114247,,,0,http://www.furukawa-iin.com/,,,,
341053,3470210588,広島県,広島市安佐南区,西原セントラルクリニック,ニシハラセントラルクニリック,短期入所療養介護(療養病床を有する病院等）,広島県広島市安佐南区西原８丁目３３番３号,,34.443174905006835,132.474295791540500,082-871-1115,082-871-1167,,医療法人好縁会,3470210588,,,0,http://koenkai-gr.jp,,,,
341053,3410222354,広島県,広島市安佐南区,毘沙門クリニック,ビシャモンクリニック,短期入所療養介護(療養病床を有する病院等）,広島市安佐南区緑井3丁目40-30,,34.476932800000000,132.469293300000000,082-831-0108,082-831-0139,6240005001096,医療法人　あすか,3410222354,,,0,http://www.asuka-net.or.jp,,,,
341053,3410216091,広島県,広島市安佐南区,高橋内科小児科医院,タカハシナイカショウニカイイン,短期入所療養介護(療養病床を有する病院等）,広島市安佐南区緑井二丁目12番25号,,34.467511700000000,132.470185099999980,082-879-3143,082-879-3190,6240005001096,医療法人あすか,3410216091,,,,http://www.asuka-net.or.jp,,,,
342033,3410710143,広島県,竹原市,医療法人　楽生会　馬場病院,イリョウホウジン　ラクセイカイ　ババビョウイン,短期入所療養介護(療養病床を有する病院等）,広島県竹原市下野町1744,,34.335139700000000,132.888254999999960,0846-22-2071,0846-22-4515,2240005010316,医療法人楽生会,3410710143,,,0,https://rakuseikai.jp,,,,
342076,3411511581,広島県,福山市,奥坊クリニック,オクノボウクリニック,短期入所療養介護(療養病床を有する病院等）,福山市西桜町１丁目６番１号,,34.484082800000000,133.357746300000030,084-922-5876,084-927-1273,,医療法人　社団　福匡会　奥坊クリニック,3411511581,,,0,http://www.okunobou.or.jp/,,,,
342149,3413610704,広島県,安芸高田市,徳永医院,トクナガイイン,短期入所療養介護(療養病床を有する病院等）,広島県安芸高田市甲田町高田原1419-1,,34.697084900000000,132.756510800000000,0826-45-2032,0826-45-3501,,徳永医院,3413610704,,,0,,,,,
343048,3413210711,広島県,海田町,山本整形外科病院,ヤマモトセイケイゲカビョウイン,短期入所療養介護(療養病床を有する病院等）,安芸郡海田町堀川町２－２３,,34.368437100000000,132.530947500000020,082-822-3000,082-822-8435,,医療法人かしの木会,3413210711,,,0,,,,,
