都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
011029,0150280139,北海道,札幌市北区,介護老人保健施設サンビオーズ新琴似,カイゴロウジンホケンシセツサンビオーズシンコトニ,通所リハビリテーション,北海道札幌市北区新琴似2条5丁目1-1,,43.106539300000000,141.320868199999950,011-763-9300,011-763-9301,9050005006021,医療法人晴生会,0150280139,"平日,土曜日,祝日",,150,https://www.aoikai.jp/symbiose/,,,,
011029,0150280113,北海道,札幌市北区,介護老人保健施設プラットホーム,カイゴロウジンホケンシセツ　プラットホーム,通所リハビリテーション,札幌市北区あいの里２条１丁目２０－１,,43.159531900000000,141.385192700000060,011-776-3037,011-776-3039,8430005001620,社会医療法人社団愛心館,0150280113,"平日,土曜日,祝日",,60,http://www.aishinkan.jp/platform,,,,
011029,0150280097,北海道,札幌市北区,デイケアセンターら・ぱーす,デイケアセンターラ・パース,通所リハビリテーション,北海道札幌市北区篠路町上篠路6番286,,43.130332100000000,141.382314100000030,011-774-1131,011-774-1818,5430005001508,社会医療法人禎心会,0150280097,"平日,土曜日,祝日",,75,http://www.teishinkai.jp/lapaz/,,,,
011029,0150280063,北海道,札幌市北区,介護老人保健施設札幌北翔館そとこと,カイゴロウジンホケンシセツサッポロホクショウカンソトコト,通所リハビリテーション,札幌市北区屯田９条３丁目３番地２,,43.143107000000000,141.341194500000030,011-773-7200,011-773-7211,9430005006692,医療法人　北翔会,0150280063,"平日,土曜日,祝日",,0,http://www.hokushokai.or.jp/sotokoto/,,,,
011029,0110213535,北海道,札幌市北区,社会医療法人　憲仁会　牧田病院デイケアセンター,シャカイリョウホウジン　ケンジンカイ　マキタビョウインデイケアセンター,通所リハビリテーション,北海道札幌市北区新琴似1条2丁目6-25,,43.103158600000000,141.325092700000000,011-761-8366,011-761-0926,6430005001639,医療法人社団　憲仁会,0110213535,"平日,土曜日",基本的には暦通りです,60,http://www.makita-hp.com/,,,,
011029,0110214947,北海道,札幌市北区,指定通所リハビリテーション事業所ゆり,シテイツウショリハビリテーションジギョウショユリ,通所リハビリテーション,北海道札幌市北区百合が原１１丁目１８６番地,,43.131936900000000,141.367518199999950,011-788-2830,011-771-8063,5430005001788,医療法人社団札幌百合の会病院,0110214947,"平日,土曜日,祝日",なし,35,https://www.yurinokai-hp.jp,,,,
011037,0110219524,北海道,札幌市東区,札幌共立医院　通所リハビリテーション事業所,サッポロキョウリツイイン,通所リハビリテーション,北海道札幌市東区北48条東1丁目1番5号,,43.117582800000000,141.344471000000000,011-299-1250,011-299-5215,,札幌共立医院,0110219524,平日,,15,,,,,
011037,0110214350,北海道,札幌市東区,札苗病院通所リハビリテーションセンター,サツナエビョウインツウショリハビリテーションセンター,通所リハビリテーション,北海道札幌市東区東苗穂７条２丁目８番２０号,,43.094838100000000,141.412755299999960,011-783-3311,011-783-3343,,医療法人社団英仁会,0110214350,"平日,土曜日",-,60,http://satsunae-hp.jp/,,,,
011037,0110710498,北海道,札幌市東区,医療法人社団　東都会東区役所前整形外科,イリョウホウジンシャダン　トウトカイ　ヒガシクヤクショマエセイケイゲカ,通所リハビリテーション,北海道札幌市東区北12条東7丁目1番35号,,43.076972100000000,141.363594199999970,0117425155,0117428585,8430005013095,医療法人社団東都会,0110710498,"平日,土曜日",,0,https://hkm-seikei.com,,,,
011037,0110218609,北海道,札幌市東区,医療法人社団北夕会メンタルケア札幌,イリョウホウジンシャダンホクユウカイメンタルケアサッポロ,通所リハビリテーション,北海道札幌市東区東苗穂13条1丁目2-6,,43.108411600000000,141.417431699999950,011-791-3630,011-791-3079,5430005004964,医療法人社団北夕会メンタルケア札幌,0110218609,"平日,土曜日,日曜日,祝日",,40,http://www.mentalcare-sapporo.jp/,,,,
011037,0150280147,北海道,札幌市東区,通所リハビリテーションおおぞら,ツウショ　リハビリテーション　オオゾラ,通所リハビリテーション,北海道札幌市東区丘珠町167番地10介護老人保健施設おおぞら,介護老人保健施設おおぞら,43.107614600000000,141.384794000000000,011-786-0020,011-786-2265,2430005001956,医療法人社団曙,0150280147,"平日,祝日",年末年始（12月31日～1月3日）,,https://sapporo-oozora.com/,,,,
011037,0150280121,北海道,札幌市東区,介護老人保健施設　あすかHOUSE東苗穂,カイゴロウジンホケンシセツ　アスカハウスヒガシナエボ,通所リハビリテーション,北海道札幌市東区東苗穂6条3丁目11番55号,,43.089822000000000,141.412961099999960,011-789-0100,011-789-0200,1430005001734,医療法人社団明日佳,0150280121,平日,,0,https://asuka-gp.or.jp/asukahouse/,,,,
011037,0150280071,北海道,札幌市東区,社会医療法人豊生会　介護老人保健施設ひまわり,シャカイイリョウホウジンホウセイカイ　カイゴロウジンホケンシセツヒマワリ,通所リハビリテーション,札幌市東区東苗穂４条１丁目１－６８,,43.088529413773166,141.400886447828530,011-781-8800,011-781-8822,2430005001997,社会医療法人豊生会,0150280071,"平日,土曜日,祝日",,0,https://www.houseikai.or.jp/himawari/,,,,
011037,0110215761,北海道,札幌市東区,クラーク病院通所リハビリテーション,クラークビョウインツウショリハビリテーション,通所リハビリテーション,北海道札幌市東区2条4丁目8-20社会医療法人社団三草会クラーク病院内,社会医療法人社団三草会クラーク病院内,43.079714200000010,141.389653299999960,011-782-6160,011-782-4850,2430005001799,社会医療法人社団三草会,0110215761,平日,年末年始定休あり,0,http://www.sansoukai.or.jp/,,,,
011037,0150280022,北海道,札幌市東区,介護老人保健施設　もえれパークサイド,カイゴロウジンホケンシセツ　モエレパークサイド,通所リハビリテーション,札幌市東区中沼町１０５－４３,,43.128798200000000,141.421330200000060,011-791-2311,011-791-2313,2430005001799,社会医療法人社団　三草会,0150280022,"平日,土曜日,祝日",,70,https://www.moereparkside.jp/,,,,
011037,0110710365,北海道,札幌市東区,よつば家庭医療クリニック通所リハビリテーション,ヨツバカテイイリョウクリニックツウショリハビリテーション,通所リハビリテーション,北海道札幌市東区北12条東4丁目1番1号カレスプレミアムガーデン,カレスプレミアムガーデン,43.076245728777984,141.358556136770630,011‐722‐3338,011‐722‐2233,5430005002019,社会医療法人社団カレスサッポロ,0110710365,平日,,30,http://www.yotsubacl.jp,,,,
011037,0150280154,北海道,札幌市東区,さっぽろ東ナーシング,サッポロヒガシナーシング,通所リハビリテーション,北海道札幌市東区丘珠町291番地3,,43.116181000000000,141.397161300000000,011-785-8200,011-785-8778,2430005001469,社会医療法人鳩仁会,0150280154,"平日,祝日",,0,https://h-nashing.jp/index.html,,,,
011037,0150280089,北海道,札幌市東区,介護老人保健施設徳洲苑なえぼ,カイゴロウジンホケンシセツトクシュウエンナエボ,通所リハビリテーション,北海道札幌市東区北7条東18丁目2番30号,,43.075270000000000,141.381296000000020,011-753-0011,011-753-6633,1120005005403,医療法人徳洲会,0150280089,"平日,土曜日,日曜日,祝日",日曜日は参加者を募集して実施（改行）※現在はすべての日曜日は定休日,0,http://naebo-rouken.com/,,,,
011045,0150380137,北海道,札幌市白石区,勤医協老人保健施設柏ヶ丘通所リハビリテーション,キンイキョウロウジンホケンシセツカシワガオカツウショリハビリテーション,通所リハビリテーション,札幌市白石区平和通7丁目南5-１,,43.047087700000000,141.417274400000000,011-865-0010,011-865-9538,3430005010758,公益社団法人北海道勤労者医療協会,0150380137,"平日,土曜日,祝日",なし,0,http://www.rouken-kashiwa.jp/,,,,
011045,0110513777,北海道,札幌市白石区,札幌白石記念病院　通所リハビリテーション,サッポロシロイシキネンビョウイン　ツウショリハビリテーション,通所リハビリテーション,北海道札幌市白石区本通8丁目南1-10,,43.043745900000000,141.416064499999950,011-863-5151,011-868-7021,9430005001462,社会医療法人医翔会,0110513777,平日,祝日は基本休みとし、振替希望ある場合は相談の上検討させていただきます。（改行）年末年始12月30日～1月3日は休みとする。,0,http://www.ssn-hp.jp/cms/,,,,
011045,0110513611,北海道,札幌市白石区,白石明日佳病院,シロイシアスカビョウイン,通所リハビリテーション,北海道白石区東札幌5条5丁目2番5号,,43.050854100000000,141.394743300000000,011-823-5151,011-823-8290,1430005001734,医療法人社団明日佳,0110513611,平日,,40,https://www.asuka-gp.or.jp/shiroishi/,,,,
011045,0150380103,北海道,札幌市白石区,介護老人保健施設生きがい　通所リハビリテーション,カイゴロウジンホケンシセツイキガイ　ツウショリハビリテーション,通所リハビリテーション,北海道札幌市白石区北郷2条11丁目3番20号,,43.050158999999990,141.433062100000030,011-871-2001,011-871-2003,4430005001707,医療法人社団　弘恵会,0150380103,"平日,土曜日,祝日",,0,http://www.kokeikai.com,,,,
011045,0150380012,北海道,札幌市白石区,介護老人保健施設コミュニティホーム白石,カイゴロウジンホケンシセツコミュニティホームシロイシ,通所リハビリテーション,札幌市白石区本郷通３丁目南１番３５号,,43.046270700000000,141.404084099999980,011-864-5321,011-864-9590,5430005000583,社会福祉法人渓仁会,0150380012,平日,なし,0,http://www.keijinkai.com/c-shiroishi/,,,,
011053,0110515368,北海道,札幌市豊平区,みつわ整形外科クリニック,ミツワセイケイゲカクリニック,通所リハビリテーション,平岸3条6丁目6番30号,,43.036002100000030,141.369538500000030,011-816-3200,011-816-3218,6430005013246,医療法人社団　みつわ整形外科クリニック,0110515368,平日,,0,https://www.mitsuwa.clinic/,,,,
011053,0110320009,北海道,札幌市豊平区,札幌ライラック病院通所リハビリテーション,サッポロライラックビョウインツウショリハビリテーション,通所リハビリテーション,札幌市豊平区豊平6条8丁目2-18,,43.046589500000000,141.372281400000020,011-812-8822,011-831-2015,7430005001530,医療法人北志会,0110320009,平日,祝日営業する場合あり(毎年変動あり）,0,http://www.lilac.or.jp/,,,,
011053,0150580033,北海道,札幌市豊平区,介護老人保健施設　豊平北翔館　豊翔の郷,カイゴロウジンホケンシセツトヨヒラホクショウカン　ホウショウノサト,通所リハビリテーション,札幌市豊平区旭町５丁目５－１,,43.044607467914980,141.366746981614680,011-837-7500,011-837-7501,9430005006692,医療法人　北翔会,0150580033,"平日,土曜日,祝日",なし,0,http://www.hokushokai.or.jp,,,,
011053,0110317732,北海道,札幌市豊平区,医療法人社団　北樹会病院　つきさっぷ通所リハビリ,イリョウホウジンシャダン　ホクジュカイビョウイン　ツキサップツウショリハビリ,通所リハビリテーション,北海道札幌市豊平区月寒西５条８丁目４番３２,,43.025816800000010,141.386600600000060,011-858-4511,011-850-5711,3430005001988,医療法人社団北樹会病院,0110317732,"平日,土曜日,祝日",なし,45,http://www.hokujyukai.jp/,,,,
011053,0150380020,北海道,札幌市豊平区,介護老人保健施設　アメニティ西岡,カイゴロウジンホケンシセツ　アメニティニシオカ,通所リハビリテーション,札幌市豊平区西岡４条４丁目１番５号,,43.016405532436586,141.389161566164800,011-854-5510,011-854-3425,7430005001448,社会医療法人恵和会,0150380020,"平日,土曜日,日曜日,祝日",-,0,http://www.keiwakai.jp/,,,,
011053,0150580124,北海道,札幌市豊平区,介護老人保健施設　ノテ日本医療大学リハビリ,カイゴロウジンホケンシセツ　ノテニホンイリョウダイガクリハビリ,通所リハビリテーション,札幌市豊平区月寒東3条11丁目1‐55,,43.029535000000000,141.414583000000000,011-350-6700,011-350-6770,3430005000585,社会福祉法人ノテ福祉会,0150580124,"平日,土曜日,祝日",,0,http://www.note.or.jp,,,,
011053,0150580017,北海道,札幌市豊平区,北海道病院附属介護老人保健施設,ホッカイドウビョウインフゾクカイゴロウジンホケンシセツ,通所リハビリテーション,札幌市豊平区中の島1条8丁目3番18号,,43.025749900000000,141.356083899999930,011-813-2222,011-813-3833,6040005003798,独立行政法人地域医療機能推進機構,0150580017,"平日,土曜日,祝日",運営上必要と認められる場合は営業する。,0,http://hokkaido.jcho.go.jp/rouken/,,,,
011053,0110515319,北海道,札幌市豊平区,福住整形外科クリニック　介護予防通所リハビリテーション,フクズミセイケイゲカクリニック　カイゴヨボウツウショリハビリテーション,通所リハビリテーション,北海道札幌市豊平区福住2条1丁目2-5シーナシーナ福住店6階,シーナシーナ福住店6階,43.019871599999990,141.403494500000000,090-4157-4710,011-850-1710,8430005013244,医療法人社団福亀会,0110515319,平日,,,https://fukuzumiseikei.com/,,,,
011053,0110517125,北海道,札幌市豊平区,デイケアセンター笑るむ,デイケアセンターエルム,通所リハビリテーション,札幌市豊平区月寒東1条15丁目7番20号,,43.019836000000000,141.407746600000000,011-850-5041,011-855-2930,5430005001516,社会医療法人柏葉会,0110517125,平日,,0,https://neurol.hakuyo-kai.or.jp/,,,,
011061,0110510666,北海道,札幌市南区,医療法人　一仁会　南札幌脳神経外科,イリョウホウジン　イチジンカイ　ミナミサッポロノウシンケイゲカ,通所リハビリテーション,北海道札幌市南区川沿2条3丁目2番32号,,43.000115500000000,141.331320900000040,011-572-0330,011-572-2151,,医療法人　一仁会　　南札幌脳神経外科,0110510666,平日,,0,msnsc.jp,,,,
011061,0110513033,北海道,札幌市南区,医療法人hokule'afクリニックさっぽろ,イリョウホウジンホクレア　エフクリニックサッポロ,通所リハビリテーション,北海道札幌市南区中ノ沢1丁目12-20,,42.994729700000000,141.323019100000000,011-573-0777,011-573-0101,1430005005297,医療法人holule'a,0110513033,"平日,土曜日",水曜日は午前のみ。,0,http://www.fclinic.jp/,,,,
011061,0150180016,北海道,札幌市南区,介護老人保健施設　リラコート愛全,カイゴロウジンホケンシセツ　リラコートアイゼン,通所リハビリテーション,札幌市南区川沿13条2丁目4-45,,42.978384800000000,141.333815800000020,011-571-7151,011-572-5657,4430005001434,医療法人　愛全会,0150180016,"平日,土曜日,祝日",特になし,0,http://www.aizenkai.or.jp,,,,
011061,0150380079,北海道,札幌市南区,介護老人保健施設アートヒルズ　通所リハビリテーション,カイゴロウジンホケンシセツアートヒルズ　ツウショリハビリテーション,通所リハビリテーション,札幌市南区石山８３７番地４７,,42.958806800000000,141.340671499999980,011-592-8500,011-592-7785,4430005001434,医療法人愛全会,0150380079,"平日,土曜日,祝日",なし,0,http://www.aizenkai.or.jp,,,,
011061,0150580025,北海道,札幌市南区,介護老人保健施設　フォーシーズン真駒内,カイゴロウジンホケンシセツ　フォーシーズンマコマナイ,通所リハビリテーション,北海道札幌市南区真駒内南町4丁目3番3号,,42.980674000000010,141.351908500000040,011-588-1200,011-582-1500,8430005001793,医療法人社団　栄会,0150580025,"平日,祝日",年末年始：12月30日～1月3日,30,https://fourseason.or.jp/,,,,
011061,0150580074,北海道,札幌市南区,介護老人保健施設グラーネ北の沢,カイゴロウジンホケンシセツグラーネキタノサワ,通所リハビリテーション,北海道札幌市北の沢1804番52,,43.007950100000000,141.308230600000000,011-572-2002,011-572-2008,9050005006021,医療法人晴生会,0150580074,"平日,土曜日,祝日",特に無,0,,,,,
011061,0150580082,北海道,札幌市南区,介護老人保健施設　フォーシーズン南34条,カイゴロウジンホケンシセツ　フォーシーズンミナミ34ジョウ,通所リハビリテーション,北海道札幌市南区南34条西10丁目3番35号,,43.012623376375785,141.347502323496650,011-581-1200,011-581-1201,8430005001793,医療法人社団栄会,0150580082,"平日,祝日",,0,http://fourseason.or.jp/,,,,
011070,0110416518,北海道,札幌市西区,平和リハビリテーション病院,ヘイワリハビリテーションビョウイン,通所リハビリテーション,北海道札幌市西区平和306番地1,,43.056040000000000,141.242871800000000,011-662-1771,011-662-1779,,医療法人社団静和会,0110416518,"平日,土曜日",,0,http://www.seiwa-kai.or.jp/heiwa-reha/,,,,
011070,0150480010,北海道,札幌市西区,介護老人保健施設　セージュ山の手,カイゴロウジンホケンシセツ　セージュヤマノテ,通所リハビリテーション,北海道札幌市西区山の手4条5丁目3番1号,,43.070456100000000,141.294003500000030,011-614-2111,011-614-8444,2430005001452,医療法人耕仁会,0150480010,"平日,土曜日,祝日",,0,https://www.seijyu-yama.jp/,,,,
011070,0110419538,北海道,札幌市西区,医療法人社団　静和会　静和記念病院,イリョウホウジンシャダン　セイワカイ　セイワキネンビョウイン,通所リハビリテーション,北海道札幌市西区八軒5条東5丁目1-1,,43.081625716869250,141.322160604893470,011-738-7111,011-738-7117,7430005001811,医療法人社団静和会,0110419538,"平日,土曜日,祝日",,0,https://seiwa-mh.jp/,,,,
011070,0150480077,北海道,札幌市西区,介護老人保健施設　エル・クォール平和,カイゴロウジンホケンシセツ　エルクォールヘイワ,通所リハビリテーション,札幌市西区平和２条１１丁目２番５号,,43.056720500000000,141.243830000000000,011-667-8111,011-667-8121,7430005001811,医療法人社団　静和会,0150480077,"平日,土曜日",－,60,http://www.seiwa-kai.or.jp/elqol,,,,
011070,0110415635,北海道,札幌市西区,医療法人社団明日佳　宮の沢明日佳病院,イリョウホウジンシャダンアスカ　ミヤノサワアスカビョウイン,通所リハビリテーション,札幌市西区西町南20丁目1番30号,,43.086270300000000,141.275681800000030,011-664-7111,011-664-7649,4430005001509,医療法人明日佳札幌宮の沢脳神経外科病院,0110415635,平日,12月30日より1月3日まで休み,30,http://www.smn-hp.or.jp,,,,
011070,0150480085,北海道,札幌市西区,介護老人保健施設ぴあケアさくら,カイゴロウジンホケンシセツピアケアサクラ,通所リハビリテーション,北海道札幌市西区小別沢９７番地,,43.049057280614310,141.267372258335880,011-668-2777,011-668-2772,3430005000610,社会福祉法人宮の沢福祉会,0150480085,"平日,土曜日,祝日",特になし,0,http://piacare.sub.jp/,,,,
011070,0150480119,北海道,札幌市西区,介護老人保健施設平和の杜,カイゴロウジンホケンシセツヘイワノモリ,通所リハビリテーション,北海道札幌市西区平和420番地,,43.057811800000000,141.225942700000020,011-668-2020,011-668-2525,6430005012867,社会福祉法人杜の会,0150480119,"平日,祝日",,0,https://www.morinokai1001.jp,,,,
011088,0150380038,北海道,札幌市厚別区,介護老人保健施設ナーシングヴィラ大谷地,カイゴロウジンホケンシセツナーシングウ゛ィラオオヤチ,通所リハビリテーション,札幌市厚別区大谷地東5丁目7番10号,,43.022919594961110,141.457531742189080,011-892-3737,011-892-5861,3430005001476,医療法人重仁会,0150380038,平日,なし,0,http://www.ohyachi-hp.or.jp/villa/,,,,
011088,0150380095,北海道,札幌市厚別区,医療法人徳洲会　介護老人保健施設コスモス,イリョウホウジントクシュウカイ　カイゴロウジンホケンシセツコスモス,通所リハビリテーション,札幌市厚別区厚別町山本１０６３―２８,,43.067156700000000,141.460436100000040,011-895-1110,011-895-1107,1120005005403,医療法人　徳洲会,0150380095,"平日,土曜日,日曜日,祝日",なし,60,http://www.cosmoskaigo.com/,,,,
011088,0150380087,北海道,札幌市厚別区,介護老人保健施設あつべつ,カイゴロウジンホケンシセツアツベツ,通所リハビリテーション,札幌市厚別区厚別町山本750番地6号,,43.058543900000000,141.462566899999960,011-896-5020,011-896-5055,7430005000540,社会福祉法人栄和会,0150380087,"平日,土曜日,祝日",なし,0,http://www.eiwakai.or.jp,,,,
011088,0110510476,北海道,札幌市厚別区,医療法人中山会　新札幌パウロ病院　通所リハビリテーション　ふる里,イリョウホウジンナカヤマカイ　シンサッポロパウロビョウイン　ツウショリハビリテーションフルサト,通所リハビリテーション,札幌市厚別区厚別東2条6丁目4番1号,,43.046723896684480,141.490205922753940,011-897-7373,011-897-7373,7430005003270,医療法人中山会,0110510476,"平日,土曜日",なし,65,http://www.byo-in.com,,,,
011088,0110515160,北海道,札幌市厚別区,医療法人社団悠仁会　羊ケ丘病院附属リハビリクリニック通所リハビリテーションスマイル,イリョウホウジンシャダンユウジンカイ　ヒツジガオカビョウインフゾクリハビリクリニックツウショリハビリテーションスマイル,通所リハビリテーション,北海道札幌市厚別区青葉町11丁目4番1号羊ヶ丘病院附属クリニック,羊ヶ丘病院附属クリニック,43.036387132305990,141.481337720237700,011-351-3313,011-351-0878,9430005003558,医療法人社団悠仁会,0110515160,平日,１部　9：30-11：25（改行）２部　13：30-15：25,0,http://www.hitsujigaoka.com/smile/,,,,
011088,0150380046,北海道,札幌市厚別区,厚別老人保健施設ディ・グリューネン,アツベツロウジンホケンシセツディグリューネン,通所リハビリテーション,札幌市厚別区厚別町下野幌38-18,,43.039333000000000,141.502172800000040,011-898-5580,011-898-6760,6430005001523,医療法人東札幌病院,0150380046,"平日,土曜日,祝日",なし,70,http://www.d-grunen.com,,,,
011096,0110412467,北海道,札幌市手稲区,医療法人社団明生会　イムス札幌リハビリテーション病院　指定通所リハビリテーション事業所,イリョウホウジンシャダンメイセイカイ　イムスサッポロリハビリテーションビョウイン　シテイツウショリハビリテーションジギョウショ,通所リハビリテーション,北海道札幌市手稲区手稲金山124番地,,43.122755743164560,141.198721045260640,011-681-2105,011-683-5370,6430005001473,医療法人社団明生会,0110412467,"平日,土曜日",,0,http://www.ims-sappororeha.org,,,,
011096,0150480036,北海道,札幌市手稲区,介護老人保健施設　ほくと,カイゴロウジンホケンシセツ　ホクト,通所リハビリテーション,札幌市手稲区手稲山口550番2,,43.141493100000000,141.210103000000000,011-681-5556,011-681-7986,2430005001519,医療法人　北武会,0150480036,平日,-,25,http://www.hokubukai.or.jp/,,,,
011096,0150480051,北海道,札幌市手稲区,手稲あんじゅ（介護予防）通所リハビリテーション事業所,テイネアンジュ（カイゴヨボウ）ツウショリハビリテーションジギョウショ,通所リハビリテーション,札幌市手稲区稲穂5条2丁目6番1号,,43.117568700000000,141.227803000000000,011-685-8200,011-685-8300,7430005000581,社会福祉法人手稲ロータス会,0150480051,"平日,土曜日,祝日",特になし,0,https://teinelotuskai.com,,,,
011096,0150480028,北海道,札幌市手稲区,介護老人保健施設　愛の里,カイゴロウジンホケンシセツ　アイノサト,通所リハビリテーション,北海道札幌市手稲区西宮の沢1条4丁目14番5号,,43.107115200000000,141.262920700000000,011-681-6678,011-685-6682,6430005000616,社会福祉法人緑誠会,0150480028,平日,なし,0,http://tanakamedical.net/ainosato/,,,,
011100,0150580058,北海道,札幌市清田区,介護老人保健施設　清田北翔館　まいあの里,カイゴロウジンホケンシセツ　キヨタホクショウカン　マイアノサト,通所リハビリテーション,札幌市清田区里塚２条４丁目２番５３号,,42.984099099999990,141.463818500000000,011-885-6540,011-885-6544,9430005006692,医療法人　北翔会,0150580058,"平日,土曜日,祝日",なし,0,http://www.hokushokai.or.jp/maianosato/,,,,
011100,0150380145,北海道,札幌市清田区,医療法人社団　エス・エス・ジェイ　介護老人保健施設　北野の四季,イリョウホウジンシャダンエスエスジェイカイゴロウジンホケンシセツキタノノシキ,通所リハビリテーション,札幌市清田区北野１条２丁目１１番５０号,,43.006489900000000,141.430967199999940,011-881-2255,011-881-1050,5430005001631,医療法人　社団　エス・エス・ジェイ　介護老人保健施設　北野の四季,0150380145,"平日,土曜日,祝日",なし,0,http://ssj-h.com,,,,
011100,0110317328,北海道,札幌市清田区,鈴木内科リハビリセンター,スズキナイカリハビリセンター,通所リハビリテーション,札幌市清田区清田4条2丁目10-25鈴木内科医院,鈴木内科医院,42.997627100000000,141.430790000000000,011-882-5608,011-885-2720,2430005001782,医療法人社団鈴木内科医院,0110317328,"平日,土曜日",なし,40,http://www.suzukinaika.or.jp,,,,
011100,0150380061,北海道,札幌市清田区,通所リハビリテーション　ノテげんきのでる里,ツウショリハビリテーション　ノテゲンキノデルサト,通所リハビリテーション,北海道札幌市清田区真栄４３４番地６,,42.972157900000000,141.432296899999980,011-885-8877,011-885-5750,3430005000585,社会福祉法人　ノテ福祉会,0150380061,"平日,土曜日,祝日",年末年始（１２/３１～１/３）は休業とする。,110,https://www.note.or.jp/facilities/type/10/,,,,
