都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
011053,0110317732,北海道,札幌市豊平区,北樹会病院,ホクジュカイビョウイン,介護療養型医療施設,北海道札幌市豊平区月寒西５条８丁目４番３２号,,43.025816800000010,141.386600600000060,011-856-1111,011-856-1116,,医療法人社団北樹会病院,0110317732,,,0,http://www.hokujyukai.jp/,,,,
011096,0110413523,北海道,札幌市手稲区,医療法人勉仁会　中垣病院,イリョウホウジンベンジンカイナカガキビョウイン,介護療養型医療施設,札幌市手稲区金山1条2丁目1番6号,,43.130219300000000,141.207065000000060,011-682-3011,011-684-0828,3430005001518,医療法人勉仁会,0110413523,,,0,http://www.nakagaki-hp.or.jp,,,,
012033,0112013438,北海道,小樽市,医療法人社団三ツ山病院,イリョウホウジンシャダンミツヤマビョウイン,介護療養型医療施設,小樽市稲穂1丁目9番2号,,43.194047600000000,140.997192199999970,0134-23-1289,0134-24-0293,5430005007744,医療法人社団三ツ山病院,0112013438,,,,http://www.mitsuyama-hp.com/,,,,
012041,0112911383,北海道,旭川市,大西病院,オオニシビョウイン,介護療養型医療施設,旭川市4条通11丁目右３号,,43.767153896402230,142.365726720762600,0166-26-2171,0166-25-9260,3450005000360,医療法人回生会,0112911383,,,0,http://www.kai-sei-kai.com/,,,,
012084,0175011543,北海道,北見市,北見北斗病院,キタミホクトビョウイン,介護療養型医療施設,北海道北見市北5条西1丁目6番地,,43.806587158212400,143.892478526319900,0157-23-3225,0157-23-3113,,北見北斗病院,0175011543,,,0,http://www.kitami-hokuto.com,,,,
012106,0115712358,北海道,岩見沢市,医療法人社団すずかけ会松藤医院,イリョウホウジンシャダンスズカケカイマツフジイイン,介護療養型医療施設,岩見沢市２条西４丁目８番地,,43.203598589347250,141.762128599999980,0126-22-3521,0126-22-3251,,医療法人社団すずかけ会,0115712358,,,19,matsufuji@kbh.biglobe.jp,,,,
012173,0111013728,北海道,江別市,医療法人友愛会　友愛記念病院,イリョウホウジンユウアイカイ　ユウアイキネンビョウイン,介護療養型医療施設,江別市新栄台46番地の1,,43.108618200000000,141.512065200000050,011-383-4124,011-383-4275,,医療法人友愛会,0111013728,,,0,http://yuaikinen.or.jp/,,,,
072044,0710415928,福島県,いわき市,社団医療法人尚佑会矢吹病院,シャダンイリョウホウジンショウユウカイヤブキビョウイン,介護療養型医療施設,福島県いわき市佐糠町東一丁目18番地の3,,36.917831800000000,140.804821800000000,0246-63-1818,0246-62-5043,,社団医療法人尚佑会,0710415928,,,30,http://www13.ocn.ne.jp/~k-hosp/,,,,
072087,0710810946,福島県,喜多方市,鳴瀬病院,ナルセビョウイン,介護療養型医療施設,福島県喜多方市字稲荷宮７３０７番地の１,,37.646825100000040,139.877017000000020,0241-24-3333,0241-24-3770,9380005009627,医療法人　爽陽会,0710810946,,,0,,,,,
072125,0711210294,福島県,南相馬市,医療法人社団　青空会　大町病院,イリョウホウジンシャダン　アオゾラカイ　オオマチビョウイン,介護療養型医療施設,福島県南相馬市原町区大町3丁目97番地,,37.639961300000000,140.967663700000000,0244-24-2333,0244-24-4940,9380005006979,医療法人社団　青空会,0711210294,,,0,http://www.ohmachi.jp,,,,
162019,1610116210,富山県,富山市,清幸会　島田病院,セイコウカイ　シマダビョウイン,介護療養型医療施設,富山県富山市下新北町6番52号,,36.716943700000000,137.219516800000060,076-431-6800,076-431-3710,,医療法人　社団　清幸会,1610116210,,,0,http://www.seikoukai-shimada.jp/,,,,
162019,1610117176,富山県,富山市,おおやま病院,オオヤマビョウイン,介護療養型医療施設,富山市花崎８５,,36.609696500000000,137.280629300000000,076-483-3311,076-483-3313,4230005002502,医療法人社団東方会,1610117176,,,106,http://ooyamahp.or.jp/,,,,
162019,1610116020,富山県,富山市,栗山病院,クリヤマビョウイン,介護療養型医療施設,富山市開発133番地,,36.631349400000000,137.246162300000040,076-429-0203,076-429-3682,6230005000421,医療法人社団　基伸会,1610116020,,,0,http://www.kuriyama-hospital.or.jp,,,,
162019,1610115568,富山県,富山市,政岡内科病院,マサオカナイカビョウイン,介護療養型医療施設,富山県富山市下新町２８番２３号,,36.709663900000000,137.216342500000000,076-432-1131,076-432-1133,,政岡内科病院,1610115568,,,0,https://masaoka-hp.jp/,,,,
162019,1610114686,富山県,富山市,医療法人社団三医会三輪病院介護療養型医療施設,イリョウホウジンシャダンサンイカイミワビョウインカイゴリョウヨウガタイリョウシセツ,介護療養型医療施設,富山市小中291,,36.638640000000000,137.212587300000000,076-428-1234,076-429-8638,3230005000382,医療法人社団三医会,1610114686,,,0,http://www.sanikai.or.jp/,,,,
162019,1610114033,富山県,富山市,誠友病院,セイユウビョウイン,介護療養型医療施設,富山市上千俵町１０３番地,,36.626538800000000,137.243937599999980,076-429-6677,076-429-6642,,翠十字会,1610114033,,,0,,,,,
162019,1610118083,富山県,富山市,萩野病院,ハギノビョウイン,介護療養型医療施設,富山市婦中町萩島315-1,,36.628245799999990,137.179438000000000,076-465-2131,076-465-2134,2230005002512,医療法人社団　継和会,1610118083,,,0,,,,,
162027,1610211995,富山県,高岡市,医療法人　光ヶ丘病院,イリョウホウジン　ヒカリガオカビョウイン,介護療養型医療施設,富山県高岡市西藤平蔵313,,36.707247400000000,136.985816800000070,0766-63-5353,0766-63-5716,9230005005863,医療法人社団紫蘭会,1610211995,,,,http://www.shirankai.net/,,,,
162043,1610410522,富山県,魚津市,医療法人　新川病院,イリョウホウジン　ニイカワビョウイン,介護療養型医療施設,富山県魚津市住吉２３６番地,,36.810396800000010,137.411076600000000,0765-24-3800,0765-24-5055,5230005003549,医療法人社団福寿会,1610410522,,,0,http://www.fukujukai.com/,,,,
162078,1610710558,富山県,黒部市,池田リハビリテーション病院　介護療養型医療施設,イケダリハビリテーションビョウイン　カイゴリョウヨウガタイリョウシセツ,介護療養型医療施設,富山県黒部市荻生８２１番地,,36.887839500000010,137.469502000000030,0765-54-5400,0765-54-3921,,医療法人社団　一志会,1610710558,,,29,http://www4.nsk.ne.jp/ikeda-reha/,,,,
182010,1810119949,福井県,福井市,冨永病院,トミナガビョウイン,介護療養型医療施設,福井市西木田３－４－２６,,36.053446200000000,136.211725700000000,0776-36-1841,0776-34-0112,6210005000183,医療法人　冨永病院,1810119949,,,0,http://www5b.biglobe.ne.jp/~tomihp/,,,,
184233,1812014056,福井県,越前町,医療法人　倉伊会　伊部病院,イリョウホウジン　ソウイカイ　イベビョウイン,介護療養型医療施設,福井県丹生郡越前町内郡11-1、2,,35.974633015842600,136.128364597369450,0778-34-0220,0778-34-2587,,医療法人　倉伊会　伊部病院,1812014056,,,0,,,,,
212130,2110501000,岐阜県,各務原市,医療法人秀幸会横山病院,イリョウホウジンシュウコウカイヨコヤマビョウイン,介護療養型医療施設,岐阜県各務原市那加元町８番地,,35.398944100000000,136.837690500000000,058-382-0119,058-389-0423,2200005002242,医療法人秀幸会,2110501000,,,41,,,,,
221384,2217110549,静岡県,浜松市中央区,医療法人社団一穂会　西山病院,イリョウホウジンシャダンイッスイカイ　ニシヤマビョウイン,介護療養型医療施設,浜松市西区西山町５００番地,,34.737078100000000,137.688063599999960,053-485-5558,053-485-5653,1080405000231,医療法人社団　一穂会,2217110549,,,271,http://www.nishiyama.or.jp/,,,,
232017,2312001072,愛知県,豊橋市,二川病院,フタガワビョウイン,介護療養型医療施設,豊橋市大岩町字北元屋敷３６番地の３,,34.726767200000000,137.440649399999980,0532-41-0011,0532-41-0210,3180305002217,医療法人財団医正会,2312001072,,,0,http://www.futagawa-hp.or.jp,,,,
232041,2312300938,愛知県,瀬戸市,水野病院,ミズノビョウイン,介護療養型医療施設,愛知県瀬戸市小田妻町1丁目１９０番地の2,,35.241625000000000,137.075391299999980,0561-48-2231,0561-48-4770,,医療法人　宏生会,2312300938,,,0,http://www.kouseikai2231.jp,,,,
232050,2312401298,愛知県,半田市,あべクリニック,アベクリニック,介護療養型医療施設,半田市南大矢知町2-41-1,,34.924962400000000,136.942378700000060,0569-28-0360,0569-28-0831,,医療法人メディライフ,2312401298,,,,http://www.medi-life.jp/,,,,
232211,2314000502,愛知県,新城市,宮本病院,ミヤモト　ビョウイン,介護療養型医療施設,愛知県新城市海老字野辺２３,,35.024835900000000,137.556799700000060,0536-35-0811,0536-35-0812,,医療法人　　一哉会,2314000502,,,0,http://,,,,
261106,2614100069,京都府,京都市山科区,医療法人新生十全会京都東山老年サナトリウム,イリョウホウジンシンセイジュウゼンカイキョウトヒガシヤマロウネンサナトリウム,介護療養型医療施設,京都市山科区日ノ岡夷谷町11番地,,35.000730351030490,135.795095225270070,075-771-4196,075-761-0934,2130005003883,医療法人新生十全会,2614100069,,,,http://www.juzenkai.or.jp,,,,
302015,3010110512,和歌山県,和歌山市,医療法人　匡慈会　伏虎リハビリテーション病院,イリョウホウジンキョウジカイ　フッコリハビリテーションビョウイン,介護療養型医療施設,和歌山市屋形町1丁目１１番地,,34.231380800000000,135.177091000000020,073-433-4488,073-433-0162,8170005001093,医療法人　匡慈会　伏虎リハビリテーション病院,3010110512,,,24,http://nakatani.wakayama.jp/,,,,
362018,3610123709,徳島県,徳島市,善成病院,ヨシナリビョウイン,介護療養型医療施設,徳島県徳島市佐古三番町７番３号,,34.078565900000010,134.535425900000060,088-622-1212,088-622-1213,,善成会,3610123709,,,0,,,,,
362018,3610125365,徳島県,徳島市,森岡病院,モリオカビョウイン,介護療養型医療施設,徳島県徳島市八万町大野５－１,,34.043428200000000,134.549713699999980,088-636-3737,088-636-3757,,森岡病院,3610125365,,,0,http://www.keirou-medical.jp/,,,,
362042,3610410023,徳島県,阿南市,阿南医療センター,アナンイリョウセンター,介護療養型医療施設,徳島県阿南市宝田町川原6番地1,,33.924303200000020,134.646330800000000,0884-28-7777,0884-28-6050,4480005000209,徳島県厚生農業協同組合連合会,3610410023,,,0,http://www.anan-medc.jp,,,,
362069,3611610043,徳島県,阿波市,医療法人博美会　大野病院,イリョウホウジンハクビカイ　オオノビョウイン,介護療養型医療施設,徳島県阿波市土成町土成字南原231番地,,34.102072800000000,134.343885000000000,088-695-2112,088-695-2147,3480005003071,博美会,3611610043,,,10,http://hakubi-ohno-hp.com/,,,,
362077,3610510087,徳島県,美馬市,成田病院,ナリタビョウイン,介護療養型医療施設,徳島県美馬市脇町字拝原2576番地,,34.065007600000000,134.175362700000050,0883-52-1258,0883-53-0551,8480005005344,医療法人藤野会,3610510087,,,,http://www.fujinokai.net,,,,
362085,3610610051,徳島県,三好市,北條病院,ホウジョウビョウイン,介護療養型医療施設,徳島県三好市池田町マチ２５２６－７,,34.029237988928955,133.804441633729540,０８８３－７２－０００７,０８８３－７２－５６８２,,北條病院,3610610051,,,0,hojyo-hosp@galaxy.ocn.ne.jp,,,,
364011,3611510037,徳島県,松茂町,医療法人　弘誠会　浦田病院,イリョウホウジン　コウセイカイ　ウラタビョウイン,介護療養型医療施設,徳島県板野郡松茂町広島南ハリ13,,34.133012800000000,134.577426000000060,088-699-2921,088-699-6701,,弘誠会,3611510037,,,0,,,,,
364011,3611510235,徳島県,松茂町,芳川病院,ヨシカワビョウイン,介護療養型医療施設,徳島県板野郡松茂町中喜来字群恵278番地8,,34.143720200000000,134.593218900000000,088-699-5355,088-699-5370,,医療法人悠穣会,3611510235,,,0,https://yujoukai.jp/,,,,
382108,3811028053,愛媛県,伊予市,伊予診療所,イヨシンリョウショ,介護療養型医療施設,愛媛県伊予市米湊816-1,,33.757965300000000,132.704023600000030,089-982-1170,089-983-1563,7500005001242,愛媛医療生活協同組合,3811028053,,,0,https://iyo-clinic.jp/,,,,
382132,3810928139,愛媛県,四国中央市,医療法人柏寿会福田医院,イリョウホウジンハクジュカイフクダイイン,介護療養型医療施設,四国中央市下柏町435-1,,33.983501800000000,133.562796599999960,0896-23-2188,0896-23-9459,7500005005697,医療法人柏寿会福田医院,3810928139,,,19,,,,,
383864,3813410069,愛媛県,久万高原町,国民健康保険久万高原町立病院,コクミンケンコウホケンクマコウゲンチョウリツビョウイン,介護療養型医療施設,愛媛県上浮穴郡久万高原町久万65番地,,33.654197500000000,132.905312399999960,0892-21-1120,0892-21-1121,,久万高原町,3813410069,,,0,https://www.kumakogen.jp/,,,,
401013,4017611858,福岡県,北九州市門司区,植田外科胃腸科医院,ウエダゲカイチョウカイイン,介護療養型医療施設,福岡県北九州市門司区東門司１－１０－２０,,33.949265200000010,130.969936800000030,093-321-2852,093-332-1188,,植田外科胃腸科医院,4017611858,,,0,,,,,
401064,4017729049,福岡県,北九州市小倉北区,新栄会病院,シンエイカイビョウイン,介護療養型医療施設,福岡県北九州市小倉北区弁天町１２－１１,,33.869682900000000,130.863270000000060,093-571-0086,093-571-0033,9290805000471,社会福祉法人小倉新栄会,4017729049,,,60,www.shin-eikai.com,,,,
401072,4017810179,福岡県,北九州市小倉南区,北九州安部山公園病院,キタキュウシュウアベヤマコウエンビョウイン,介護療養型医療施設,福岡県北九州市小倉南区大字湯川139番地21,,33.850610800000005,130.909769300000000,093-475-6262,093-475-8810,,社会医療法人　北九州病院,4017810179,,,0,http://www.kitakyu-hp.or.jp/contents/kitahos_abeyama.htm,,,,
401072,4017719461,福岡県,北九州市小倉南区,社会医療法人北九州病院　北九州湯川病院,シャカイイリョウホウジンキタキュウシュウビョウイン　キタキュウシュウユガワビョウイン,介護療養型医療施設,北九州市小倉南区葛原２丁目１－１０,,33.845822400000000,130.907644700000000,093-473-8231,093-473-7984,,社会医療法人　北九州病院,4017719461,,,,http;//www.kitakyu-hp.or.jp/,,,,
401081,4016619282,福岡県,北九州市八幡東区,社会医療法人北九州病院　北九州八幡東病院,シャカイイリョウホウジンキタキュウシュウビョウイン　キタキュウシュウヤハタヒガシビョウイン,介護療養型医療施設,福岡県北九州市八幡東区西本町２丁目１－１7,,33.866793300000000,130.796553700000000,093-661-5915,093-661-5945,,社会医療法人　北九州病院,4016619282,,,0,http://www.kitakyu-hp.or.jp/contents/kitahos_yahatahigasi.htm,,,,
401099,4016616395,福岡県,北九州市八幡西区,医療法人　末廣医院,イリョウホウジン　スエヒロイイン,介護療養型医療施設,北九州市八幡西区香月中央3丁目2-15,,33.801865800000000,130.727270099999940,093-617-1212,093-617-0056,,医療法人　末廣医院,4016616395,,,0,,,,,
401099,4016619928,福岡県,北九州市八幡西区,医療法人　山本医院,イリョウホウジン　ヤマモトイイン,介護療養型医療施設,福岡県北九州市八幡西区香月西３－３－７,,33.804301600000000,130.728017300000030,093-617-0318,093-617-0984,6290805004236,医療法人山本医院,4016619928,,,0,,,,,
401358,4011129808,福岡県,福岡市西区,医療法人永寿会シーサイド病院,イリョウホウジンエイジュカイシーサイドビョウイン,介護療養型医療施設,福岡県福岡市西区今津3810番地,,33.611785400000000,130.229509199999940,092-806-7171,092-806-5021,3290005001508,医療法人永寿会,4011129808,,,0,http://www.seaside-hp.or.jp,,,,
401374,4011119551,福岡県,福岡市早良区,医療法人楽天堂広橋病院,イリョウホウジンラクテンドウヒロハシビョウイン,介護療養型医療施設,福岡市早良区東入部６丁目２０番５６号,,33.518808000000000,130.333311200000020,092-804-2621,092-804-2031,4290002500198,医療法人楽天堂　広橋病院,4011119551,,,0,http://www.rakutendo-grp.com,,,,
422011,4210118214,長崎県,長崎市,長崎記念病院介護療養型医療施設,ナガサキキネンビョウインカイゴリョウヨウガタイリョウシセツ,介護療養型医療施設,長崎県長崎市深堀町1-11-54,,32.685057200000000,129.833382600000050,095-871-1515,095-871-1510,7310005001294,社会医療法人長崎記念病院,4210118214,,,48,http://www.nmhp.or.jp/,,,,
422029,4210225837,長崎県,佐世保市,日宇記念医院,ヒウキネンイイン,介護療養型医療施設,長崎県佐世保市日宇町2107,,33.162040400000000,129.765112000000040,0956-31-4606,0956-31-5323,,,4210225837,,,0,http.//www.k4.dion.ne.jp/~hiukinen/,,,,
422037,4270300231,長崎県,島原市,医療法人慈眼会坂本医院内科婦人科,イリョウホウジンジゲンカイサカモトイインナイカフジンカ,介護療養型医療施設,長崎県島原市新和町丁2670-10,,32.760711000000015,130.366643000000000,0957-63-4641,0957-64-4590,7310005005394,医療法人慈眼会,4270300231,,,,http://www.himawarinet.ne.jp/~jigenkai/,,,,
